Name,Abbr Name,subcategory,Field,JIF5Years,Threshold
Comparative Philosophy-An International Journal of Constructive Engagement of Distinct Approaches toward World Philosophy,COMP PHILOS,PHILOSOPHY,Mathematics,0.3,0.7
GESCHICHTE UND GESELLSCHAFT,GESCH GES,HISTORY,Environmental Science,0.4,0.5
JAPANESE JOURNAL OF RELIGIOUS STUDIES,JPN J RELIG STUD,RELIGION,Environmental Science,0.5,0.5
JOURNAL OF ECCLESIASTICAL HISTORY,J ECCLESIAST HIST,RELIGION,Environmental Science,0.3,0.5
RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,RELIG AM CULT,RELIGION,Environmental Science,0.4,0.5
BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,BIJDR TAAL-LAND-V,ASIAN STUDIES,Environmental Science,0.6,0.5
Mediaevalia-An Interdisciplinary Journal of Medieval Studies Worldwide,MEDIAEVALIA,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.4,0.5
Acta Analytica-International Periodical for Philosophy in the Analytical Tradition,ACTA ANAL,PHILOSOPHY,Mathematics,0.4,0.7
Afghanistan,AFGHANISTAN-UK,ASIAN STUDIES,Environmental Science,0.4,0.5
Studies in Eastern European Cinema,STUD E EURO CINEMA,"FILM, RADIO, TELEVISION",Computer Science,,0.8
Aries-Journal for the Study of Western Esotericism,ARIES,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
China-EU Law Journal,CHINA-EU LAW J,LAW,Mathematics,0.5,0.7
Early China,EARLY CHINA,ASIAN STUDIES,Environmental Science,0.5,0.5
Canadian Journal American and Caribbean Studies,CAN J LAT AM CARIBB,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
Dance Research,DANCE RES,DANCE,Medicine,0.2,1.0
French History,FR HIST,HISTORY,Environmental Science,0.3,0.5
JOURNAL OF RELIGIOUS HISTORY,J RELIG HIST,RELIGION,Environmental Science,0.3,0.5
Spirituality Studies,SPIRITUAL STUD,RELIGION,Environmental Science,0.2,0.5
HISTORY OF PHOTOGRAPHY,HIST PHOTOGR,ART,Mathematics,0.3,0.7
Northern Scotland,NORTH SCOTL,HISTORY,Environmental Science,0.3,0.5
Philological Encounters,PHILOLOG ENCOUNTERS,LITERATURE,Environmental Science,0.5,0.5
Prism-Theory and Modern Chinese Literature,PRISM-THEOR MOD CHIN,LITERATURE,Environmental Science,0.6,0.5
Musicologist,MUSICOLOGIST,MUSIC,Physics,,1.0
Theoria-A Swedish Journal of Philosophy,THEORIA-SWED J PHILO,PHILOSOPHY,Mathematics,0.4,0.7
Australian Humanities Review,AUST HUMANIT REV,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
Britannia,BRITANNIA-CAMBRIDGE,HISTORY,Environmental Science,0.4,0.5
BYZANTINE AND MODERN GREEK STUDIES,BYZANTINE MOD GREEK,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
East Asian Publishing and Society,EAST ASIAN PUBL SOC,ASIAN STUDIES,Environmental Science,0.3,0.5
Liverpool Law Review,LIVERP LAW REV,LAW,Mathematics,0.4,0.7
Communications in Applied and Industrial Mathematics,COMMUN APPL IND MATH,MATHEMATICS,Mathematics,0.4,0.7
Historisk Tidskrift,HIST TIDSKR-SWEDEN,HISTORY,Environmental Science,0.3,0.5
Journal of Design History,J DES HIST,ART,Mathematics,0.3,0.7
BLACK THEOLOGY,BLACK THEOL,RELIGION,Environmental Science,0.5,0.5
Boletin de la Asociacion Internacional de Derecho Cooperativo-International Association of Cooperative Law Journal,BOL ASOC INT DERECHO,LAW,Mathematics,0.3,0.7
Early Christianity,EARLY CHRIST,RELIGION,Environmental Science,0.4,0.5
Hebrew Bible and Ancient Israel,HEBR BIBLE ANC ISR,RELIGION,Environmental Science,0.6,0.5
IDEALISTIC STUDIES,IDEALISTIC STUD,PHILOSOPHY,Mathematics,0.2,0.7
ZEITGESCHICHTE,ZEITGESCHICHTE,HISTORY,Environmental Science,0.2,0.5
Cultura y Religion,CULT RELIG-CHILE,RELIGION,Environmental Science,0.3,0.5
Culture and Religion,CULT RELIG-ABINGDON,RELIGION,Environmental Science,0.7,0.5
HISTORISK TIDSSKRIFT,HIST TIDSSKR-NORWAY,HISTORY,Environmental Science,0.2,0.5
International Communication of Chinese Culture,INT COMMUN CHIN CULT,ASIAN STUDIES,Environmental Science,,0.5
International Journal of Hindu Studies,INT J HINDU STUD,RELIGION,Environmental Science,0.3,0.5
PentecoStudies-An Interdisciplinary Journal for Research on the Pentecostal and Charismatic Movements,PENTECOSTUDIES,RELIGION,Environmental Science,0.4,0.5
SCANDINAVIAN STUDIES,SCAND STUD,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.6,0.5
CONTEMPORARY PACIFIC,CONTEMP PACIFIC,AREA STUDIES,Environmental Science,0.5,0.5
Historia-Santiago,HISTORIA-SANTIAGO,HISTORY,Environmental Science,0.5,0.5
International Journal of Canadian Studies,INT J CAN STUD,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
Modern Chinese Literature and Culture,MOD CHIN LIT CULT,LITERATURE,Environmental Science,0.6,0.5
Res Philosophica,RES PHILOS,PHILOSOPHY,Mathematics,0.7,0.7
Teologia y Vida,TEOL VIDA,RELIGION,Environmental Science,0.2,0.5
ASIAN THEATRE JOURNAL,ASIAN THEATRE J,THEATER,Environmental Science,0.3,0.5
Historelo-Revista de Historia Regional y Local,HISTORELO REV HIST,HISTORY,Environmental Science,0.2,0.5
Humanities-Basel,HUMANITIES-BASEL,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,,0.5
Interdisciplinary Journal for Religion and Transformation in Contemporary Society,INTERD J RELIG TRANS,RELIGION,Environmental Science,,0.5
Journal for the Study of the Old Testament,J STUD OLD TESTAM,RELIGION,Environmental Science,0.4,0.5
South Asian Popular Culture,S ASIAN POPUL CULT,CULTURAL STUDIES,Environmental Science,,0.5
Film Fashion & Consumption,FILM FASH CONSUM,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES,SYMPOSIUM,LITERATURE,Environmental Science,0.3,0.5
Inter-Asia Cultural Studies,INTER-ASIA CULT STUD,CULTURAL STUDIES,Environmental Science,0.6,0.5
Rivista di Matematica della Universita di Parma,RIV MAT UNIV PARMA,MATHEMATICS,Mathematics,0.5,0.7
Studies in Christian Ethics,STUD CHRIST ETHICS,RELIGION,Environmental Science,0.4,0.5
Architektura & Urbanizmus,ARCHITEKT URBAN,ARCHITECTURE,Engineering,0.2,1.5
CAHIERS DU MONDE RUSSE,CAH MONDE RUSSE,HISTORY,Environmental Science,0.4,0.5
Early Medieval China,EARLY MEDIEV CHINA,ASIAN STUDIES,Environmental Science,0.7,0.5
Filosofija-Sociologija,FILOS-SOCIOL,SOCIOLOGY,Mathematics,0.3,0.7
Journal of Applied Hermeneutics,J APPL HERMENEUTICS,PHILOSOPHY,Mathematics,0.2,0.7
Ancient Civilizations from Scythia to Siberia,ANC CIVILIZ SCYTHIA,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
ART HISTORY,ART HIST,ART,Mathematics,0.5,0.7
HISTORIAN,HISTORIAN,HISTORY,Environmental Science,0.4,0.5
Law and Humanities,LAW HUMANITIES,LAW,Mathematics,0.7,0.7
PHILOSOPHY TODAY,PHILOS TODAY,PHILOSOPHY,Mathematics,0.4,0.7
Al-Jamiah-Journal of Islamic Studies,AL-JAMIAH,RELIGION,Environmental Science,0.3,0.5
ARCHITECTURAL DESIGN,ARCHIT DESIGN,ARCHITECTURE,Engineering,0.3,1.5
Collectanea Christiana Orientalia,COLLECT CHRIST ORIEN,RELIGION,Environmental Science,0.5,0.5
International Journal on Minority and Group Rights,INT J MINOR GROUP RI,LAW,Mathematics,0.5,0.7
Journal of Speculative Philosophy,J SPECUL PHILOS,PHILOSOPHY,Mathematics,0.4,0.7
Organon F,ORGANON F,PHILOSOPHY,Mathematics,0.2,0.7
CLA JOURNAL-COLLEGE LANGUAGE ASSOCIATION,CLA J,LITERATURE,Environmental Science,0.2,0.5
COMITATUS-A JOURNAL OF MEDIEVAL AND RENAISSANCE STUDIES,COMITATUS,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.3,0.5
Historische Zeitschrift,HIST Z,HISTORY,Environmental Science,0.4,0.5
Journal of International Humanitarian Legal Studies,J INT HUMANIT LEG ST,LAW,Mathematics,0.5,0.7
PHILOSOPHICAL FORUM,PHILOS FORUM,PHILOSOPHY,Mathematics,0.2,0.7
Third Text,THIRD TEXT,ART,Mathematics,0.5,0.7
VETUS TESTAMENTUM,VETUS TESTAMENTUM,RELIGION,Environmental Science,0.5,0.5
Art-Sanat,ART-SANAT,ART,Mathematics,0.2,0.7
Cinta de Moebio,CINTA MOEBIO,PHILOSOPHY,Mathematics,0.4,0.7
Cuadernos de Historia Contemporanea,CUAD HIST CONTEMP,HISTORY,Environmental Science,0.4,0.5
Musicology Australia,MUSICOL AUST,MUSIC,Physics,0.3,1.0
South African Journal on Human Rights,S AFR J HUM RIGHTS,LAW,Mathematics,0.8,0.7
Animation-An Interdisciplinary Journal,ANIMATION,"FILM, RADIO, TELEVISION",Computer Science,0.4,0.8
HISTORICAL REFLECTIONS-REFLEXIONS HISTORIQUES,HIST REFLECTIONS,HISTORY,Environmental Science,0.2,0.5
Feminist Theology,FEM THEOL,RELIGION,Environmental Science,0.3,0.5
Historia Critica,HIST CRITICA,HISTORY,Environmental Science,0.7,0.5
Studia Theologica-Czech Republic,STUDIA THEOL-CZECH R,RELIGION,Environmental Science,0.1,0.5
Synesis,SYNESIS,PHILOSOPHY,Mathematics,0.2,0.7
Visual Resources,VIS RESOUR,ART,Mathematics,0.2,0.7
Manzar-The Scientific Journal of Landscape,MANZAR,ARCHITECTURE,Engineering,0.3,1.5
Contemporary Asia Arbitration Journal,CONTEMP ASIA ARBITAT,LAW,Mathematics,0.5,0.7
HISPANIA-REVISTA ESPANOLA DE HISTORIA,HISPANIA,HISTORY,Environmental Science,0.4,0.5
Hume Studies,HUME STUD,PHILOSOPHY,Mathematics,0.2,0.7
Mathematics Enthusiast,MATH ENTHUS,MATHEMATICS,Mathematics,0.4,0.7
Cambridge Opera Journal,CAMB OPERA J,MUSIC,Physics,0.4,1.0
Deleuze and Guattari Studies,DELEUZE GUATTARI STU,PHILOSOPHY,Mathematics,0.4,0.7
Futuro del Pasado-Revista Electronica de Historia,FUTURO PASADO,HISTORY,Environmental Science,0.4,0.5
Journal of Inequalities and Special Functions,J INEQUAL SPEC FUNCT,MATHEMATICS,Mathematics,0.7,0.7
SOJOURN-Journal of Social Issues in Southeast Asia,SOJOURN,AREA STUDIES,Environmental Science,0.7,0.5
Studia Historica-Historia Moderna,STUD HIST-HIST MOD,HISTORY,Environmental Science,0.3,0.5
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,STUD RELIG-SCI RELIG,RELIGION,Environmental Science,0.3,0.5
Journal for the Study of Religion,J STUDY RELIG,RELIGION,Environmental Science,0.4,0.5
NINETEENTH CENTURY MUSIC,NINETEEN CENT MUSIC,MUSIC,Physics,0.4,1.0
PROBUS,PROBUS,LINGUISTICS,Computer Science,0.6,0.8
Studies in Chinese Religions,STUD CHINESE RELIG,RELIGION,Environmental Science,0.2,0.5
Arabic Sciences and Philosophy,ARAB SCI PHILOS,PHILOSOPHY,Mathematics,0.5,0.7
Derrida Today,DERRIDA TODAY,PHILOSOPHY,Mathematics,0.4,0.7
JOURNAL OF THEOLOGICAL STUDIES,J THEOL STUD,RELIGION,Environmental Science,0.5,0.5
Perspectiva Teologica,PERSPECT TEOL,RELIGION,Environmental Science,0.2,0.5
WOMENS STUDIES-AN INTERDISCIPLINARY JOURNAL,WOMEN STUD,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.4,0.5
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,AM CATH PHILOS QUART,PHILOSOPHY,Mathematics,0.3,0.7
European Comic Art,EUR COMIC ART,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
Journal of African Law,J AFR LAW,LAW,Mathematics,0.5,0.7
Revista de Investigacoes Constitucionais-Journal of Constitutional Research,REV INVESTIG CONST,LAW,Mathematics,0.5,0.7
Statute Law Review,STATUTE LAW REV,LAW,Mathematics,0.4,0.7
Journal of Ancient Near Eastern Religions,J ANC NEAR EAST RELI,RELIGION,Environmental Science,0.4,0.5
Journal of Private International Law,J PRIV INT LAW,LAW,Mathematics,0.4,0.7
Southern African Business Review,SOUTH AFR BUS REV,LAW,Mathematics,0.6,0.7
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHR RECHTSGESCH,LAW,Mathematics,0.3,0.7
Wasafiri,WASAFIRI,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
Ius Humani-Revista de Derecho,IUS HUM,LAW,Mathematics,0.2,0.7
Luso-Brazilian Review,LUSO-BRAZ REV,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
Musica Hodie,MUSICA HODIE,MUSIC,Physics,0.2,1.0
Vestnik Ugrovedeniya-Bulletin of Ugric Studies,VESTN UGROVEDENIYA,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
Adelaide Law Review,ADEL LAW REV,LAW,Mathematics,0.4,0.7
AFRICAN ARTS,AFR ARTS,ART,Mathematics,0.5,0.7
ALBERTA LAW REVIEW,ALTA LAW REV,LAW,Mathematics,0.3,0.7
Teorema,TEOREMA,PHILOSOPHY,Mathematics,0.3,0.7
Victorian Periodicals Review,VIC PERIOD REV,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.2,0.5
Wacana-Jurnal Ilmu Pengetahuan Budaya-Journal of the Humanities of Indonesia,WACANA,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
AUSTRALIAN LAW JOURNAL,AUST LAW J,LAW,Mathematics,0.3,0.7
CRIMINAL LAW JOURNAL,CRIM LAW J,LAW,Mathematics,0.4,0.7
International Journal for the Study of the Christian Church,INT J STUDY CHRIST C,RELIGION,Environmental Science,0.3,0.5
Journal of Logic and Analysis,J LOG ANAL,LOGIC,Mathematics,0.6,0.7
NEAR EASTERN ARCHAEOLOGY,NEAR EAST ARCHAEOL,ARCHAEOLOGY,Geology,0.7,0.8
Nineteenth-Century Contexts-An Interdisciplinary Journal,19 CENTURY CONTEXTS,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
Psychoanalysis and History,PSYCHOANAL HIST,"PSYCHOLOGY, PSYCHOANALYSIS",Medicine,0.3,1.0
Teaching Theology and Religion,TEACH THEOL RELIG,RELIGION,Environmental Science,0.4,0.5
American Art,AM ART,ART,Mathematics,0.3,0.7
Arab Studies Quarterly,ARAB STUD Q,AREA STUDIES,Environmental Science,0.3,0.5
Company and Securities Law Journal,CO SECUR LAW J,LAW,Mathematics,0.2,0.7
Edad Media-Revista de Historia,EDAD MEDIA-REV HIST,MEDIEVAL & RENAISSANCE STUDIES,Environmental Science,0.4,0.5
Eesti ja Soome-Ugri Keeleteaduse Ajakiri-Journal of Estonian and Finno-Ugric Linguistics,EESTI SOOME-UGRI KEE,LANGUAGE & LINGUISTICS,Computer Science,0.2,0.8
EGA-Revista de Expresion Grafica Arquitectonica,EGA-REV EXPRES GRAF,ARCHITECTURE,Engineering,0.2,1.5
HSE-Social and Education History,HSE-SOC EDUC HIST,HISTORY OF SOCIAL SCIENCES,Mathematics,0.3,0.7
Italianist,ITALIANIST,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,0.3,0.5
Journal of Spiritual Formation and Soul Care,J SPIRIT FORM SOUL C,RELIGION,Environmental Science,,0.5
Oido Pensante,OIDO PENSANTE,MUSIC,Physics,0.3,1.0
Thermal Science and Engineering Progress,THERM SCI ENG PROG,THERMODYNAMICS,Physics,5.0,1.0
Project Management Journal,PROJ MANAG J,MANAGEMENT,Mathematics,5.5,0.7
European Transport Research Review,EUR TRANSP RES REV,TRANSPORTATION SCIENCE & TECHNOLOGY,Engineering,4.8,1.5
JOURNAL OF PUBLIC POLICY & MARKETING,J PUBLIC POLICY MARK,BUSINESS,Mathematics,6.9,0.7
BRITISH JOURNAL OF HAEMATOLOGY,BRIT J HAEMATOL,HEMATOLOGY,Medicine,5.7,1.0
Sustainability Science,SUSTAIN SCI,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Environmental Science,6.8,0.5
American Journal of Medicine,AM J MED,"MEDICINE, GENERAL & INTERNAL",Medicine,5.0,1.0
Batteries & Supercaps,BATTERIES SUPERCAPS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,5.5,1.5
ARTIFICIAL INTELLIGENCE,ARTIF INTELL-AMST,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,4.8,0.8
NUTRITION RESEARCH REVIEWS,NUTR RES REV,NUTRITION & DIETETICS,Medicine,7.3,1.0
Substance Abuse and Rehabilitation,SUBST ABUSE REHABIL,SUBSTANCE ABUSE,Medicine,6.6,1.0
Cells,CELLS-BASEL,CELL BIOLOGY,Biology,6.0,1.0
Lung Cancer-Targets and Therapy,LUNG CANCER-TARGETS,ONCOLOGY,Medicine,3.8,1.0
JOURNAL OF SECOND LANGUAGE WRITING,J SECOND LANG WRIT,LINGUISTICS,Computer Science,5.9,0.8
ANNALS OF EMERGENCY MEDICINE,ANN EMERG MED,EMERGENCY MEDICINE,Medicine,5.2,1.0
Asian Journal of Social Health and Behavior,ASIAN J SOC HEAL BEH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,,1.0
AMERICAN JOURNAL OF POLITICAL SCIENCE,AM J POLIT SCI,POLITICAL SCIENCE,Mathematics,7.1,0.7
Research Synthesis Methods,RES SYNTH METHODS,MULTIDISCIPLINARY SCIENCES,Mathematics,11.2,0.7
Aerospace Science and Technology,AEROSP SCI TECHNOL,"ENGINEERING, AEROSPACE",Engineering,4.8,1.5
Structural Change and Economic Dynamics,STRUCT CHANGE ECON D,ECONOMICS,Mathematics,5.3,0.7
Journal of Clinical Anesthesia,J CLIN ANESTH,ANESTHESIOLOGY,Medicine,6.2,1.0
Defence Technology,DEF TECHNOL,"ENGINEERING, MULTIDISCIPLINARY",Engineering,4.9,1.5
Equilibrium-Quarterly Journal of Economics and Economic Policy,EQUILIBRIUM,ECONOMICS,Mathematics,3.0,0.7
INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,INVEST OPHTH VIS SCI,OPHTHALMOLOGY,Medicine,4.9,1.0
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,5.2,1.5
Digestive Endoscopy,DIGEST ENDOSC,SURGERY,Medicine,5.4,1.0
Public Management Review,PUBLIC MANAG REV,PUBLIC ADMINISTRATION,Mathematics,6.3,0.7
JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,MICROBIOLOGY,Biology,4.7,1.0
JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,"PHYSICS, PARTICLES & FIELDS",Physics,4.6,1.0
CEPHALALGIA,CEPHALALGIA,NEUROSCIENCES,Biology,6.9,1.0
THEORETICAL AND APPLIED FRACTURE MECHANICS,THEOR APPL FRACT MEC,MECHANICS,Physics,4.6,1.0
Journal of the American Heart Association,J AM HEART ASSOC,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,5.7,1.0
JOURNAL OF APPLIED ECOLOGY,J APPL ECOL,ECOLOGY,Environmental Science,6.2,0.5
POLYMER TESTING,POLYM TEST,POLYMER SCIENCE,Materials Science,4.7,1.5
Lancet Regional Health - Southeast Asia,LANCET REG HLTH-SE A,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,5.0,1.0
AMERICAN JOURNAL OF EPIDEMIOLOGY,AM J EPIDEMIOL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,5.1,1.0
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,INT J ELEC POWER,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,4.6,1.5
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,REMOTE SENSING,Engineering,4.2,1.5
IEEE Transactions on Cognitive and Developmental Systems,IEEE T COGN DEV SYST,ROBOTICS,Engineering,4.6,1.5
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,ENDOCRINOLOGY & METABOLISM,Medicine,5.3,1.0
Egyptian Informatics Journal,EGYPT INFORM J,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,4.6,0.8
Molecular Oncology,MOL ONCOL,ONCOLOGY,Medicine,6.5,1.0
mSystems,MSYSTEMS,MICROBIOLOGY,Biology,6.1,1.0
INFORMATION SYSTEMS RESEARCH,INFORM SYST RES,MANAGEMENT,Mathematics,7.8,0.7
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INT J FOOD MICROBIOL,MICROBIOLOGY,Biology,5.0,1.0
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,INT J HEAT MASS TRAN,THERMODYNAMICS,Physics,5.0,1.0
PROGRESS IN PLANNING,PROG PLANN,REGIONAL & URBAN PLANNING,Environmental Science,4.9,0.5
Physics of the Dark Universe,PHYS DARK UNIVERSE,ASTRONOMY & ASTROPHYSICS,Physics,4.7,1.0
JMIR Aging,JMIR AGING,MEDICAL INFORMATICS,Computer Science,,0.8
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,AM J PHYSIOL-CELL PH,PHYSIOLOGY,Biology,5.2,1.0
Annual Review of Financial Economics,ANNU REV FINANC ECON,ECONOMICS,Mathematics,5.8,0.7
Photonic Sensors,PHOTONIC SENS,OPTICS,Physics,3.3,1.0
THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,PERIPHERAL VASCULAR DISEASE,Medicine,4.4,1.0
Journal of Leadership & Organizational Studies,J LEADERSH ORG STUD,MANAGEMENT,Mathematics,5.2,0.7
JOURNAL OF LIPID RESEARCH,J LIPID RES,BIOCHEMISTRY & MOLECULAR BIOLOGY,Biology,5.7,1.0
PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIAT CLIN NEUROS,PSYCHIATRY,Medicine,6.9,1.0
European Journal of Innovation Management,EUR J INNOV MANAG,MANAGEMENT,Mathematics,5.8,0.7
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,J MECH PHYS SOLIDS,"PHYSICS, CONDENSED MATTER",Physics,5.4,1.0
Gels,GELS-BASEL,POLYMER SCIENCE,Materials Science,4.9,1.5
IEEE TRANSACTIONS ON ENERGY CONVERSION,IEEE T ENERGY CONVER,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,5.1,1.5
BIPOLAR DISORDERS,BIPOLAR DISORD,PSYCHIATRY,Medicine,5.9,1.0
SEMINARS IN HEMATOLOGY,SEMIN HEMATOL,HEMATOLOGY,Medicine,3.5,1.0
AAPS Journal,AAPS J,PHARMACOLOGY & PHARMACY,Medicine,4.1,1.0
Expert Opinion on Drug Delivery,EXPERT OPIN DRUG DEL,PHARMACOLOGY & PHARMACY,Medicine,7.2,1.0
Annual Review of Vision Science,ANNU REV VIS SCI,OPHTHALMOLOGY,Medicine,7.1,1.0
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,5.9,0.8
BME Frontiers,BME FRONT,"ENGINEERING, BIOMEDICAL",Engineering,,1.5
Complex & Intelligent Systems,COMPLEX INTELL SYST,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,5.2,0.8
Inflammation and Regeneration,INFLAMM REGEN,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,7.2,1.0
Journal of Functional Biomaterials,J FUNCT BIOMATER,"MATERIALS SCIENCE, BIOMATERIALS",Materials Science,5.5,1.5
BIOFACTORS,BIOFACTORS,ENDOCRINOLOGY & METABOLISM,Medicine,5.8,1.0
IEEE Open Journal of Power Electronics,IEEE OPEN J POWER EL,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,4.8,1.5
GENES AND IMMUNITY,GENES IMMUN,IMMUNOLOGY,Medicine,3.8,1.0
Applications in Energy and Combustion Science,APPL ENERG COMBUST S,THERMODYNAMICS,Physics,4.8,1.0
Sustainable Energy & Fuels,SUSTAIN ENERG FUELS,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,5.4,1.5
SOIL USE AND MANAGEMENT,SOIL USE MANAGE,SOIL SCIENCE,Environmental Science,3.9,0.5
Progress in Biomedical Engineering,PROG BIOMED ENG,"ENGINEERING, BIOMEDICAL",Engineering,6.1,1.5
ENVIRONMENT,ENVIRONMENT,ENVIRONMENTAL STUDIES,Environmental Science,4.0,0.5
ACTA MATHEMATICA,ACTA MATH-DJURSHOLM,MATHEMATICS,Mathematics,5.0,0.7
SYSTEM,SYSTEM,LINGUISTICS,Computer Science,5.5,0.8
COMMUNICATION RESEARCH,COMMUN RES,COMMUNICATION,Computer Science,5.9,0.8
International Journal of Antimicrobial Agents,INT J ANTIMICROB AG,PHARMACOLOGY & PHARMACY,Medicine,5.6,1.0
Intensive and Critical Care Nursing,INTENS CRIT CARE NUR,NURSING,Medicine,4.1,1.0
Bone & Joint Journal,BONE JOINT J,SURGERY,Medicine,4.8,1.0
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,J THORAC CARDIOV SUR,SURGERY,Medicine,4.9,1.0
Animal Microbiome,ANIM MICROBIOME,VETERINARY SCIENCES,Medicine,5.0,1.0
Spine Journal,SPINE J,ORTHOPEDICS,Medicine,4.6,1.0
MEDICAL EDUCATION,MED EDUC,HEALTH CARE SCIENCES & SERVICES,Medicine,6.9,1.0
APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,APPL PSYCHOL-INT REV,"PSYCHOLOGY, APPLIED",Medicine,6.3,1.0
SOCIAL SCIENCE & MEDICINE,SOC SCI MED,"SOCIAL SCIENCES, BIOMEDICAL",Medicine,5.2,1.0
Computers in Human Behavior Reports,COMPUT HUM BEHAV REP,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,5.2,1.0
ORGANIC LETTERS,ORG LETT,"CHEMISTRY, ORGANIC",Chemistry,4.5,1.5
CELLULOSE,CELLULOSE,POLYMER SCIENCE,Materials Science,5.3,1.5
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,J EPIDEMIOL COMMUN H,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,4.7,1.0
Minerva Urology and Nephrology,MINERVA UROL NEPHROL,UROLOGY & NEPHROLOGY,Medicine,3.6,1.0
JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,PSYCHIATRY,Medicine,5.4,1.0
ACS Pharmacology & Translational Science,ACS PHARMACOL TRANSL,PHARMACOLOGY & PHARMACY,Medicine,4.9,1.0
CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,CLIN EXP OPHTHALMOL,OPHTHALMOLOGY,Medicine,4.0,1.0
JOURNAL OF ACCOUNTING RESEARCH,J ACCOUNT RES,"BUSINESS, FINANCE",Mathematics,7.2,0.7
Biology of Sex Differences,BIOL SEX DIFFER,GENETICS & HEREDITY,Biology,6.0,1.0
