No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,family_jurisdictions,family_members
261,AUTONOMOUS VEHICLE ENHANCEMENT SYSTEM,"CHASE ARNOLD [US] 
CHASE WILLIAM [US]","CHASE ARNOLD [US] 
CHASE WILLIAM [US]","US10739149B2 
US2018321688A1",2017-05-08,"G05D1/00 
G05D1/02 
G06N5/02 
G06Q10/06 
G08G1/00 
G01C21/34 
G06F15/76 
G06K9/00 
G06N20/00 
G06N5/00 
G06Q10/02 
G06Q50/30 
G07C5/00 
G08G1/01 
G08G1/017 
G10L15/22 
H04W12/06 
H04W4/44 
G06F3/0481 
G06F3/0488 
H04L29/06 
H04N7/18 
H04W12/00 
H04W4/90","G01C21/3438 (US) 
G01C21/3492 (US) 
G05D1/0022 (US) 
G05D1/0027 (US) 
G05D1/0055 (US) 
G05D1/0088 (US) 
G05D1/0276 (US) 
G05D1/0291 (US) 
G05D1/0297 (US) 
G05D1/223 (US) 
G05D1/226 (US) 
G05D1/227 (US) 
G05D1/247 (US) 
G05D1/617 (US) 
G05D1/69 (US) 
G05D1/692 (US) 
G06F15/76 (EP,US) 
G06F3/0481 (KR) 
G06N20/00 (US) 
G06N5/01 (US) 
G06N5/022 (US) 
G06Q10/02 (EP,US) 
G06Q10/06311 (EP,US) 
G06Q50/40 (EP,US) 
G06V20/59 (US) 
G07C5/008 (EP,US) 
G08G1/005 (EP) 
G08G1/012 (US) 
G08G1/0175 (US) 
G08G1/202 (EP,KR,US) 
G10L15/22 (US) 
H04W12/06 (EP,US) 
H04W4/44 (EP,KR,US) 
H04W4/90 (KR) 
G05D1/0212 (US) 
G05D1/646 (US) 
G06F3/0481 (US) 
G06F3/0488 (US) 
G06N5/02 (EP,US) 
G10L2015/223 (US) 
H04L63/08 (EP,US) 
H04L63/083 (EP,US) 
H04N7/188 (EP,US) 
H04W12/72 (EP,US) 
H04W4/90 (EP,US)","2018-11-08 
2020-08-11",2018-11-08,64014596,,2018-11-08,2020-08-11,US10739149B2,"
US2018321688A1","['CA', 'CN', 'EP', 'IL', 'JP', 'KR', 'US', 'WO']","['CA3062780A1', 'CA3062780C', 'CA3140630A1', 'CA3140630C', 'CN110741226A', 'CN110741226B', 'CN114144821A', 'EP3607271A1', 'EP3607271A4', 'EP3956875A1', 'EP3956875A4', 'IL287994A', 'JP2020520022A', 'JP2022533374A', 'JP7064508B2', 'JP7445680B2', 'KR102300495B1', 'KR102374838B1', 'KR20200006550A', 'KR20210111368A', 'KR20220004170A', 'US10444023B2', 'US10663308B2', 'US10739149B2', 'US10839684B2', 'US11402224B2', 'US12078495B2', 'US2018321050A1', 'US2018321674A1', 'US2018321688A1', 'US2018322775A1', 'US2020160705A1', 'US2022245749A1', 'US2022374833A1', 'US2022381568A1', 'WO2018208789A1', 'WO2018208796A1', 'WO2018208805A1', 'WO2018208815A1', 'WO2020236228A1', 'WO2023091367A1']"
262,AUTONOMOUS STATION FOR PROVIDING ACCOMMODATION OF UNMANNED VEHICLES ON WATER,"ARSLAN MEHMET SELCUK [TR] 
KIRLI AHMET [TR]",UNIV YILDIZ TEKNIK [TR],US2024010369A1,2020-09-18,"B63B35/50 
B64U10/13 
B64U80/82","B63B29/12 (EP) 
B63B35/50 (EP,US) 
B63G11/00 (EP) 
B63J3/00 (US) 
B64F1/007 (EP) 
B64U70/93 (EP,US) 
B64U80/20 (EP,US) 
B64U80/25 (US) 
B64U80/40 (US) 
B64U80/82 (EP) 
B64U80/84 (US) 
B63B2035/007 (EP,US) 
B63B2035/405 (EP) 
B63G2008/008 (EP) 
B63H2021/171 (EP) 
B63J2003/003 (EP) 
B63J2003/046 (EP) 
Y02T70/00 (EP) 
Y02T70/5236 (EP)",2024-01-11,2020-12-21,74206142,,2024-01-11,,US2024010369A1,,"['EP', 'JP', 'TR', 'US', 'WO']","['EP4214112A1', 'JP2023541912A', 'TR202014877A2', 'US2024010369A1', 'WO2022060313A1']"
263,PREPOSITIONING AND DYNAMIC DISTRIBUTION OF ROADSIDE ASSISTANCE VEHICLES IN AN AUTONOMOUS VEHICLE SERVICE,"NGUYEN SON-CA [US] 
BALACHANDRAN GANESH [US] 
HUBERT RENAUD-ROLAND [US] 
CHAN VICTOR [US] 
ZHANG CELIA [US] 
KLEISER STEVEN [US] 
YING KAI [US] 
CHEN KERRY [US] 
WANG ALFRED [US]",WAYMO LLC [US],US2025076881A1,2023-09-01,,"G05D1/0291 (US) 
G06Q10/0631 (EP) 
G06Q10/083 (EP) 
G06Q10/20 (EP) 
G06Q50/265 (EP) 
G06Q50/40 (EP)",2025-03-06,2025-03-06,94773918,,2025-03-06,,US2025076881A1,,['US'],['US2025076881A1']
264,Metod och system för styrning av autonoma fordon,"ANDERSSON JON 
AH-KING JOSEPH 
NYSTRÖM TOM",SCANIA CV AB [SE],"SE1350329A1 
SE537184C2",2013-03-19,"B60W60/00 
B62D1/28 
G05D1/00 
G05D1/02","B60W60/0011 (SE) 
B60W60/0015 (SE) 
B60W60/0027 (SE) 
B62D1/283 (SE) 
G05D1/0297 (EP) 
G05D1/646 (SE) 
G05D1/692 (SE) 
B60W2555/60 (SE) 
G05D2101/10 (SE)","2014-09-20 
2015-02-24",2014-09-20,51580501,,2014-09-20,2015-02-24,SE1350329A1,"
SE537184C2","['DE', 'SE', 'WO']","['DE112014001058T5', 'SE1350329A1', 'SE537184C2', 'WO2014148975A1']"
265,AUTOMATIC CONTROL METHOD AND SYSTEM FOR FIXED-WING AIRCRAFT AND AUTONOMOUS DRIVING VEHICLES,TANG MU [CN],TANG MU [CN],US2023367314A1,2023-06-14,"G05D1/00 
G05D1/08","G05B19/0423 (CN) 
G05D1/0088 (EP,US) 
G05D1/0825 (US) 
G05B2219/25257 (CN) 
Y02T90/00 (EP)",2023-11-16,2023-09-05,87833606,,2023-11-16,,US2023367314A1,,,
266,SYSTÈME DE BARILLET DE VISÉE AUTONOME POUR ROBOT ET VÉHICULES SANS PILOTE,"KOCATAS ALPER HASAN [TR] 
GURKAN KOCATAS DUYGU [TR] 
KORKUT IHSAN [TR]",GAZI UNIV REKTORLUGU [TR],WO2024144642A1,2022-12-28,"B64C27/00 
B64D1/06 
F41F1/00 
F41F3/06 
F41G3/00","B64D1/06 (EP) 
F41A23/00 (EP) 
F41A27/24 (EP) 
F41G3/06 (EP) 
F41G3/08 (EP) 
F41G3/165 (EP) 
F41G3/22 (EP) 
F41G5/06 (EP) 
F41G5/18 (EP) 
B64U10/14 (EP) 
B64U10/25 (EP) 
B64U2101/18 (EP)",2024-07-04,2024-07-04,91718864,,2024-07-04,,WO2024144642A1,,['WO'],['WO2024144642A1']
267,PROCÉDÉ ET SYSTÈME DE COMMANDE D'UNE PLURALITÉ DE VÉHICULES AUTONOMES,"SEGURA SANTILLANA ANGEL [ES] 
HERRERA GENÉ JOAQUÍN [ES] 
FERNÁNDEZ GONZÁLEZ JOSÉ LUIS [ES]",SEAT SA [ES],"EP3667451A1 
EP3667451B1",2018-12-11,"G05D1/02 
B60W30/09 
B60W30/095 
G08G1/16","B60W30/09 (EP) 
B60W30/0953 (EP,ES) 
B60W30/0956 (EP) 
B60W60/0017 (EP) 
B60W60/00276 (EP) 
G05D1/0289 (EP) 
G08G1/0112 (EP) 
G08G1/164 (EP) 
G08G1/166 (EP) 
B60W2554/408 (EP) 
B60W2556/65 (EP) 
B60W30/0956 (ES) 
G08G1/161 (ES) 
G08G1/162 (ES) 
G08G1/163 (ES)","2020-06-17 
2024-04-03",2020-06-11,68848163,,2020-06-17,2024-04-03,EP3667451A1,"
EP3667451B1","['EP', 'ES']","['EP3667451A1', 'EP3667451B1', 'ES2766148A1', 'ES2766148B2']"
268,EVENT SCHEDULING SYSTEM FOR COLLECTING IMAGE DATA RELATED TO ONE OR MORE EVENTS BY AUTONOMOUS VEHICLES,"LI CHUAN [US] 
GRIMM DONALD K [US] 
BAI FAN [US]",GM GLOBAL TECH OPERATIONS LLC [US],"US11912298B2 
US2023271629A1",2022-02-25,"B60W60/00 
G01C21/34 
G01C21/36 
H04W4/46","B60W60/001 (US) 
G01C21/3407 (EP) 
G01C21/3492 (US) 
G01C21/3691 (US) 
G08G1/0125 (CN) 
G08G1/0137 (CN) 
G08G1/07 (CN) 
G08G1/096805 (CN) 
G08G1/202 (EP) 
H04W4/024 (EP) 
H04W4/44 (EP) 
H04W4/46 (US) 
B60W2420/403 (US) 
B60W2554/4049 (US)","2023-08-31 
2024-02-27",2023-08-31,87557234,,2023-08-31,2024-02-27,US11912298B2,"
US2023271629A1","['CN', 'DE', 'US']","['CN116704745A', 'DE102022126094A1', 'US11912298B2', 'US2023271629A1']"
269,AUTONOMOUS VEHICLE CARGO RESERVATION,"HARRINGTON CURT [US] 
LU WEI [US] 
JAIN DEVINA [US] 
MEHTA KUNAL [US] 
NOXON NIKOLA JOHN LINN [US]",GM CRUISE HOLDINGS LLC [US],US2022396293A1,2021-06-14,"B60W10/04 
B60W10/18 
B60W10/20 
B60W60/00 
G01G19/08 
G05D1/02 
G06Q10/02 
G06Q10/06 
G06Q50/30 
G06T7/62 
G07C5/00 
G08B21/18 
G08B5/22","B60W10/04 (US) 
B60W10/18 (US) 
B60W10/20 (US) 
B60W60/00253 (US) 
G01G19/08 (EP,US) 
G05D1/0276 (US) 
G05D1/0291 (US) 
G06Q10/02 (EP,US) 
G06Q10/06315 (EP,US) 
G06Q50/40 (EP,US) 
G06T7/62 (US) 
G07C5/008 (US) 
G08B21/182 (US) 
G08B5/22 (US) 
B60R25/20 (US) 
B60W2420/403 (US) 
G06Q2240/00 (US) 
G07C5/008 (EP)",2022-12-15,2022-12-15,84389614,,2022-12-15,,US2022396293A1,,['US'],['US2022396293A1']
270,OCCUPANCY MAP UPDATES BASED ON SENSOR DATA COLLECTED BY AUTONOMOUS VEHICLES,"WHEELER MARK DAMON [US] 
WU XIAQING [US]","DEEPMAP INC [US] 
NVIDIA CORP [US]","US11842528B2 
US2021254983A1",2016-12-30,"G01C21/32 
B60W30/095 
B60W40/02 
G01C21/00 
G01C21/30 
G01C21/36 
G05D1/00 
G05D1/02 
G06F16/29 
G06T17/05 
G06V10/75 
G06V10/764 
G06V10/98 
H04L69/40 
B60W30/00 
G06F18/22 
G06F18/24 
G06V20/56 
G06V20/64 
H04L67/10 
H04L67/12 
H04L67/52 
G06V20/58 
H04L67/53","B60W30/0956 (US) 
B60W40/02 (US) 
G01C21/30 (US) 
G01C21/3635 (US) 
G01C21/3811 (EP) 
G01C21/3822 (EP) 
G01C21/3841 (EP,US) 
G01C21/3848 (EP,US) 
G01C21/3867 (EP,US) 
G05D1/0088 (US) 
G05D1/0214 (US) 
G05D1/0274 (EP,US) 
G06F16/29 (EP,US) 
G06F18/22 (EP,US) 
G06F18/24 (US) 
G06T17/05 (US) 
G06V10/75 (EP,US) 
G06V10/764 (EP,US) 
G06V10/98 (EP,US) 
G06V20/56 (EP,US) 
G06V20/582 (EP) 
G06V20/584 (EP) 
G06V20/64 (EP,US) 
G08G1/096827 (EP) 
H04L67/10 (EP,US) 
H04L67/12 (EP,US) 
H04L67/52 (EP,US) 
H04L69/40 (EP,US) 
B60W2554/00 (US) 
B60W2556/50 (US) 
G06V20/58 (EP,US) 
H04L67/53 (EP,US) 
Y04S40/18 (EP)","2021-08-19 
2023-12-12",2018-07-05,62710752,,2021-08-19,2023-12-12,US11842528B2,"
US2021254983A1","['CN', 'EP', 'US', 'WO']","['CN110832474A', 'CN110832474B', 'EP3563265A1', 'EP3563265A4', 'EP3563265B1', 'US10429194B2', 'US10794711B2', 'US10801845B2', 'US10816346B2', 'US11842528B2', 'US2018188037A1', 'US2018188044A1', 'US2018188045A1', 'US2019368882A1', 'US2021254983A1', 'WO2018126215A1']"
271,Autonomous vehicle barricade,"DURAIRAJ RAVI [US] 
MEYER GREGORY BRIAN [US] 
TIJERINA OSCAR ROBERTO [US] 
MITCHEM SEAN CARL [US] 
HUGGAR STACY CALLAWAY [US] 
LYLE RUTHIE D [US] 
POST NATHAN LEE [US] 
LOPEZ MARK ANTHONY [US] 
SERRAO NOLAN [US]","UIPCO LLC [US] 
USAA [US]",US11720121B1,2019-11-27,"B60W60/00 
F41H11/08 
G05D1/02","B60W60/001 (US) 
B60W60/0017 (EP) 
F41H11/08 (EP,US) 
G05D1/0287 (US) 
G05D1/0297 (EP) 
B60W2556/45 (EP,US) 
G08G1/202 (EP)",2023-08-08,2023-01-17,84922800,,2023-08-08,,US11720121B1,,['US'],"['US11556134B1', 'US11720121B1']"
272,Autonomous Fleet Size Management,HUMPHREY JAMES [US],CATERPILLAR INC [US],US2016342915A1,2015-05-22,"G01C21/34 
G05D1/00 
G06Q10/06 
G07C5/00","G05D1/0297 (EP,US) 
G06Q10/06313 (EP,US)",2016-11-24,2016-11-24,57326084,,2016-11-24,,US2016342915A1,,"['AU', 'US']","['AU2016203026A1', 'US2016342915A1']"
273,MODULAR RACK ASSEMBLY FOR AUTONOMOUS VEHICLES,"DALY JR  TIMOTHY PATRICK [US] 
ZHENG HAO [US] 
LIU DAVID WANQIAN [US] 
LI JINPENG [US]",PLUSAI CORP [US],US2021178983A1,2019-12-16,"B60R11/02 
G05D1/02","B60R11/0264 (US) 
B60R11/04 (EP) 
G01S13/865 (EP) 
G01S13/867 (EP) 
G01S13/931 (EP) 
G01S17/86 (EP) 
G01S17/931 (EP) 
G01S7/027 (EP) 
G01S7/4813 (EP) 
G05D1/021 (US) 
B60R2011/004 (EP,US) 
G01S2013/93273 (EP)",2021-06-17,2021-06-17,76317301,,2021-06-17,,US2021178983A1,,['US'],['US2021178983A1']
274,Accident fault determination for autonomous vehicles,"KONRARDY BLAKE [US] 
CHRISTENSEN SCOTT T [US] 
HAYWARD GREGORY [US] 
FARRIS SCOTT [US]",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO [US],US9972054B1,2014-05-20,"G05D1/00 
G06Q40/08 
G07C5/08","B60W50/0205 (US) 
G06Q40/00 (EP,US) 
G06Q40/08 (EP,US) 
G07C5/008 (US) 
G07C5/08 (US) 
G07C5/0808 (US) 
G07C5/085 (EP,US)",2018-05-15,2018-05-15,62090607,,2018-05-15,,US9972054B1,,['US'],"['US10026130B1', 'US10043323B1', 'US10055794B1', 'US10089693B1', 'US10181161B1', 'US10185997B1', 'US10185998B1', 'US10185999B1', 'US10223479B1', 'US10319039B1', 'US10354330B1', 'US10373259B1', 'US10373265B1', 'US10467704B1', 'US10504306B1', 'US10510123B1', 'US10529027B1', 'US10599155B1', 'US10685403B1', 'US10719885B1', 'US10719886B1', 'US10726498B1', 'US10726499B1', 'US10748218B2', 'US10963969B1', 'US10977741B2', 'US11010840B1', 'US11023629B1', 'US11062395B1', 'US11062396B1', 'US11062399B1', 'US11080794B2', 'US11100591B1', 'US11127083B1', 'US11127086B2', 'US11238538B1', 'US11282143B1', 'US11288751B1', 'US11348182B1', 'US11386501B1', 'US11436685B1', 'US11580604B1', 'US11669090B2', 'US11710188B2', 'US11869092B2', 'US12140959B2', 'US12259726B2', 'US2018075538A1', 'US2020302545A1', 'US2020302546A1', 'US2020302547A1', 'US2020302548A1', 'US2021049705A1', 'US2021133871A1', 'US2022005291A1', 'US2022164896A1', 'US2022180448A1', 'US2022244736A1', 'US2022391992A1', 'US2023143946A1', 'US2023251657A1', 'US2023334585A1', 'US2024127362A1', 'US2025036123A1', 'US9646428B1', 'US9715711B1', 'US9754325B1', 'US9767516B1', 'US9792656B1', 'US9805423B1', 'US9852475B1', 'US9858621B1', 'US9972054B1']"
275,TEMPERATURE MANAGEMENT SYSTEM FOR AUTONOMOUS VEHICLES,"ZHENG KAIXIN [US] 
HAN XIAOLING [US] 
HUANG ZEHUA [US] 
SKINNER TODD [US]",TUSIMPLE INC [US],"US11711906B2 
US2021243913A1",2020-02-04,"B60R16/03 
G05D1/00 
H05K7/20 
B60R16/023 
G06F1/20 
G06F1/3206 
G06F1/3287","B60R16/023 (EP) 
B60R16/0231 (CN,US) 
B60R16/03 (US) 
G05D1/0088 (US) 
G05D1/81 (US) 
G06F1/20 (EP) 
G06F1/206 (EP,US) 
G06F1/3206 (EP,US) 
G06F1/3287 (EP,US) 
H05K7/202 (US) 
H05K7/20381 (US) 
H05K7/20863 (US) 
H05K7/20881 (US) 
Y02D10/00 (EP,US)","2021-08-05 
2023-07-25",2021-08-05,77063132,,2021-08-05,2023-07-25,US11711906B2,"
US2021243913A1","['CN', 'US']","['CN113212332A', 'US11711906B2', 'US12156369B2', 'US2021243913A1', 'US2023363105A1']"
276,DYNAMIC MODELING AND SIMULATION OF AN AUTONOMOUS VEHICLE FLEET USING REAL-TIME AUTONOMOUS VEHICLE SENSOR INPUT,"SELVAM KRISHNA [US] 
CHAMANDY NICHOLAS [US] 
KELMAN JODY [US]",LYFT INC [US],"US10438486B2 
US2019011931A1",2017-07-10,"G05B17/02 
G05D1/00 
G05D1/02 
G01C21/00 
G06Q50/30 
G08G1/123","G05B17/02 (US) 
G05D1/0088 (US) 
G05D1/0291 (US) 
G06Q50/40 (EP,US) 
G08G1/123 (US) 
G08G1/202 (EP,US)","2019-01-10 
2019-10-08",2019-01-10,64903816,,2019-01-10,2019-10-08,US10438486B2,"
US2019011931A1",['US'],"['US10438486B2', 'US11663915B2', 'US2019011931A1', 'US2020126417A1']"
277,Autonomous services vehicles,LYLE RUTHIE D [US],"UIPCO LLC [US] 
USAA [US]",US12183208B1,2018-08-30,"G05D1/00 
G06Q10/02 
G08G1/00","G05D1/0027 (US) 
G05D1/0088 (US) 
G06Q10/02 (EP,US) 
G08G1/202 (EP,US)",2024-12-31,2021-08-31,77465052,,2024-12-31,,US12183208B1,,,
278,Autonomous Vehicle Controlled Crash,"LACAZE ALBERTO DANIEL [US] 
MURPHY KARL NICHOLAS [US]","LACAZE ALBERTO DANIEL [US] 
MURPHY KARL NICHOLAS [US] 
ROBOTIC RES OPCO LLC [US]","US11364898B2 
US2020331464A1",2019-04-22,"B60W30/085 
G05D1/00 
G05D1/02 
G08G1/00","B60W30/085 (EP,US) 
B60W30/165 (EP) 
B60W60/001 (EP) 
G01S17/931 (EP) 
G05D1/0088 (US) 
G05D1/0217 (EP,US) 
G05D1/0293 (EP,US) 
G08G1/22 (US) 
G08G1/22 (EP)","2020-10-22 
2022-06-21",2020-10-22,72829516,,2020-10-22,2022-06-21,US11364898B2,"
US2020331464A1",,
279,SUPPLEMENTAL BRAKING CONTROL SYSTEM IN AUTONOMOUS VEHICLES,"HAN XIAOLING [US] 
ZHANG KUN [US] 
HSU YU-JU [US] 
ROCHA FREDERIC [US] 
HUANG ZEHUA [US] 
PRICE CHARLES A [US]",TUSIMPLE INC [US],"US11724677B2 
US2021078550A1",2019-09-13,"B60T8/17 
B60T8/171 
B60T8/88 
B60T7/00","B60T8/1708 (EP,US) 
B60T8/171 (US) 
B60T8/885 (EP,US) 
B60W30/18109 (CN) 
B60W60/001 (CN) 
B60T2250/04 (US) 
B60T2270/402 (EP,US)","2021-03-18 
2023-08-15",2021-03-16,74868913,,2021-03-18,2023-08-15,US11724677B2,"
US2021078550A1","['CN', 'US']","['CN112498350A', 'US11724677B2', 'US12202457B2', 'US2021078550A1', 'US2023331200A1']"
280,PULLOVER MANEUVERS FOR AUTONOMOUS VEHICLES,ZWIENER JAKOB ROBERT [US],WAYMO LLC [US],"US11794779B2 
US2022297725A1",2021-03-19,"G06K9/00 
B60W30/14 
B60W30/18 
B60W40/105 
B60W60/00 
G06V20/56","B60W30/146 (US) 
B60W30/181 (EP,US) 
B60W30/18163 (US) 
B60W40/105 (US) 
B60W60/0013 (EP,US) 
B60W60/00253 (EP) 
B60W60/00256 (EP) 
G06V20/588 (EP,US) 
B60W2520/04 (US) 
B60W2520/10 (EP) 
B60W2520/105 (EP) 
B60W2552/53 (US)","2022-09-22 
2023-10-24",2022-09-22,83285042,,2022-09-22,2023-10-24,US11794779B2,"
US2022297725A1",['US'],"['US11794779B2', 'US2022297725A1']"
281,SYSTÈME D'ATTRIBUTION DE PLACE DE STATIONNEMENT ET DE STATIONNEMENT BASÉ SUR L'INTERNET DES VÉHICULES POUR VÉHICULES AUTONOMES DANS UN PARC,"LIU MINGCHUN [CN] 
LI CHUN [CN] 
NIE SHIQI [CN] 
TAN FULUN [CN] 
ZHANG ZHIQING [CN] 
SHAO LIFU [CN]",HIGER BUS CO LTD [CN],WO2023173678A1,2022-03-14,"G08G1/0967 
G08G1/14","G08G1/096725 (CN) 
G08G1/148 (CN)",2023-09-21,2022-06-28,82075057,,2023-09-21,,WO2023173678A1,,"['CN', 'WO']","['CN114677857A', 'WO2023173678A1']"
282,SYSTEM AND METHOD FOR AUTOMATED PRODUCT SORTING AND COORDINATED DELIVERY USING AUTONOMOUS DELIVERY VEHICLES WITHIN A FACILITY,"BELLAR JASON D [US] 
VELTEN JEREMY L [US]",WALMART APOLLO LLC [US],"US11834272B2 
US2023219763A1",2018-05-31,B65G1/137,"B65G1/1376 (US) 
G06Q10/08 (EP) 
B65G2203/0216 (US)","2023-07-13 
2023-12-05",2019-12-05,68692779,,2023-07-13,2023-12-05,US11834272B2,"
US2023219763A1","['CA', 'US', 'WO']","['CA3101201A1', 'US11834272B2', 'US2019367278A1', 'US2022002085A1', 'US2023219763A1', 'WO2019232239A1']"
283,APPARATUS AND METHOD EMPLOYING AUTONOMOUS VEHICLES TO REDUCE RISK,"STASKEVICH GENNADY [US] 
BLASCH ERIK P [US] 
ABBE BRIAN [US]","GOVERNMENT OF THE UNITED STATES AS REPRESETNED BY THE SECRETARY OF THE AIR FORCE [US] 
US AIR FORCE [US]","US2016251081A1 
US9481459B2",2014-12-08,"B60L11/18 
B64C39/02 
B64D47/08 
B64F1/00 
B64F1/20 
G05D1/00 
G05D1/10 
G06K9/00 
H04N7/18","B60L53/38 (EP,US) 
B64F1/007 (US) 
B64F1/20 (US) 
B64U50/37 (EP,US) 
B64U70/93 (EP,US) 
G05D1/0011 (EP,US) 
G06V40/172 (US) 
H04N7/185 (US) 
B64U10/14 (EP,US) 
B64U2101/30 (EP,US) 
B64U2201/10 (US) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)","2016-09-01 
2016-11-01",2016-09-01,56798698,,2016-09-01,2016-11-01,US2016251081A1,"
US9481459B2",['US'],"['US2016251081A1', 'US9481459B2']"
284,DATA-DRIVEN PREDICTION-BASED SYSTEM AND METHOD FOR TRAJECTORY PLANNING OF AUTONOMOUS VEHICLES,"SUN XING [US] 
LIN WUTU [US] 
LIU LIU [US] 
MA KAI-CHIEH [US] 
XUAN ZIJIE [US] 
ZHAO YUFEI [US]",TUSIMPLE INC [US],"US11853071B2 
US2020241546A1",2017-09-07,"G05D1/02 
B62D15/02 
G05D1/00","B62D15/025 (EP) 
B62D15/0255 (EP,US) 
B62D15/026 (EP,US) 
B62D15/0265 (EP,US) 
G05D1/0088 (US) 
G05D1/0221 (US) 
G08G1/166 (EP)","2020-07-30 
2023-12-26",2019-03-07,65518612,,2020-07-30,2023-12-26,US11853071B2,"
US2020241546A1","['AU', 'CN', 'EP', 'US', 'WO']","['AU2018330031A1', 'AU2018330031B2', 'AU2019257245A1', 'AU2023266229A1', 'CN110356401A', 'CN110356401B', 'CN111344646A', 'CN111344646B', 'CN111373458A', 'CN111373458B', 'CN112154088A', 'CN112154088B', 'CN115610409A', 'CN117991795A', 'EP3679443A1', 'EP3679443A4', 'EP3758998A1', 'EP3758998A4', 'US10649458B2', 'US10782693B2', 'US10782694B2', 'US10953880B2', 'US10953881B2', 'US11853071B2', 'US11892846B2', 'US2019071092A1', 'US2019071093A1', 'US2019072965A1', 'US2019072966A1', 'US2019072973A1', 'US2020241546A1', 'US2020393837A1', 'US2024168478A1', 'US2024288868A1', 'WO2019050873A1', 'WO2019051511A1', 'WO2019060927A2', 'WO2019060927A3', 'WO2019060927A9', 'WO2019204053A1']"
285,"Methods, Devices, and Systems For Analyzing Motion Plans of Autonomous Vehicles","BARDAPURKAR SAMEER [US] 
KAZEMI MOSLEM [US] 
BRADLEY DAVID MCALLISTER [US]","UBER TECHNOLOGIES INC [US] 
UATC LLC [US]","US11687079B2 
US2019235506A1",2018-01-26,"G01C21/00 
G01C21/34 
G01C21/36 
G05D1/00 
G05D1/02","G01C21/005 (EP,US) 
G01C21/3453 (EP,US) 
G01C21/3626 (US) 
G05D1/0055 (US) 
G05D1/0212 (US) 
G05D1/0246 (US) 
G05D1/0257 (US) 
G05D1/0291 (US)","2019-08-01 
2023-06-27",2019-08-01,67392871,,2019-08-01,2023-06-27,US11687079B2,"
US2019235506A1",['US'],"['US11687079B2', 'US2019235506A1']"
286,Retaliatory driving reporting system for autonomous vehicles,"SEOK JI WON [KR] 
PARK SU MIN 
KIM SEONG JUN 
KIM SEO YEON 
PARK SOO JO",IUCF HYU ERICA CAMPUS [KR],"KR102658924B1 
KR20230033160A",2021-08-30,"B60W40/02 
B60W50/00 
B60W50/14 
B60W60/00",,"2023-03-08 
2024-04-19",2023-03-08,85507950,,2023-03-08,2024-04-19,KR102658924B1,"
KR20230033160A",,
287,Cellular Device Location Discovery Systems and Methods for Autonomous Vehicles,AITKEN MICHAEL JAMES [US],"UBER TECHNOLOGIES INC [US] 
UATC LLC [US]","US10545507B2 
US2019094884A1",2017-09-27,"G05D1/02 
G05D1/00 
H04L29/08","B60W30/00 (US) 
G01C21/3438 (EP) 
G05D1/0285 (US) 
G06Q10/00 (US) 
G06Q10/047 (EP) 
G06Q10/063 (EP) 
G06Q50/40 (EP) 
G08G1/00 (US) 
G08G1/202 (EP) 
H04L67/52 (EP,US) 
H04W4/46 (EP,US) 
G05D1/0088 (US) 
H04L67/12 (EP,US)","2019-03-28 
2020-01-28",2019-03-28,65807593,,2019-03-28,2020-01-28,US10545507B2,"
US2019094884A1",['US'],"['US10545507B2', 'US11378980B2', 'US2019094884A1', 'US2020150683A1']"
288,"ELECTRONIC DEVICE AND METHOD FOR MONITORING A SET OF AUTONOMOUS MOTOR VEHICLES, ASSOCIATED TRANSPORT SYSTEM AND COMPUTER PROGRAM",BEAUVILLAIN ALEXIS [FR],"TRANSDEV GROUP [FR] 
TRANSDEV GROUP INNOVATION [FR]","US11144067B2 
US2019391596A1",2018-06-26,"B60W30/16 
G05D1/00 
G05D1/02 
G08G1/0967","B60W30/16 (US) 
G05D1/0088 (US) 
G05D1/0287 (US) 
G05D1/0297 (EP) 
G08G1/0112 (EP) 
G08G1/0116 (EP) 
G08G1/0133 (EP) 
G08G1/0145 (EP) 
G08G1/0967 (US) 
G08G1/096725 (EP) 
G08G1/096741 (EP) 
G08G1/096775 (EP) 
G05D1/0055 (US) 
G08G1/04 (EP)","2019-12-26 
2021-10-12",2019-12-26,65443894,,2019-12-26,2021-10-12,US11144067B2,"
US2019391596A1","['AU', 'CA', 'EP', 'FR', 'US']","['AU2019204278A1', 'CA3047432A1', 'EP3588463A1', 'FR3082984A1', 'FR3082984B1', 'US11144067B2', 'US2019391596A1']"
289,Autonomous driving method and system for multiple vehicles or other means of transportation,"HONG FUHE 
ZHANG JIAFU","SHENZHEN GINCIT INTELLIGENT TECHNOLOGY CO LTD 
HONG FUHE 
ZHANG JIAFU",CN104076766A,2014-03-26,G05B19/418,Y02P90/02 (EP),2014-10-01,2014-10-01,51598088,,2014-10-01,,CN104076766A,,['CN'],['CN104076766A']
