Title,Inventors,Applicants,first filing year,earliest priority year,IPC,CPC,first publication country
Hybrid electric vehicle energy management method based on driving behavior intention,"TAO FAZHAN 
GE ZEKUN 
FU ZHUMU 
LI MENGYANG 
WU YANG 
CHEN QIHONG 
ZHANG ZHONGCAI 
JIAO LONGYIN 
ZHANG DONGKAI 
SI PENGJU",UNIV HENAN SCIENCE & TECH,2022,2022,"['B60L50/40', 'B60L50/75', 'G06K9/62', 'G06N3/08']","['B60L50/40 (CN)', 'B60L50/75 (CN)', 'G06N3/08 (CN)']",CN
SOC estimation method of battery of electric vehicle,"QINGYONG DENG 
BIN DUAN 
YUNQIANG TAN 
ZHETAO LI 
YAN ZHANG 
LIGANG LIU",UNIV XIANGTAN,2011,2010,['G06F19/00'],['unkown)'],CN
VEHICLE AND METHOD OF RECHARGING BATTERY THEREIN,PARK HYUN SOO [KR],HYUNDAI MOTOR CO LTD [KR],2017,2015,"['B60L11/18', 'H01M10/42']","['B60L3/0046 (EP,US)', 'B60L53/00 (CN)', 'B60L53/14 (EP,US)', 'B60L53/60 (US)', 'B60L53/66 (EP,US)', 'B60L58/10 (CN)', 'B60L58/14 (EP,US)', 'H02J7/00306 (EP,CN,US)', 'H02J7/0031 (CN)', 'H02J7/0036 (EP,US)', 'B60L2240/549 (EP,US)', 'H02J2310/48 (EP,CN,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP,US)', 'Y02T90/12 (EP,US)', 'Y02T90/14 (EP,US)', 'Y02T90/16 (EP,US)']",KR
Method for controlling battery charging by gas sensor,"XIA BAOJIA LOU [CN] 
BAOJIA XIA [CN] 
YUYUAN LOU [CN] 
NAIXIN XU [CN]","SHANGHAI INST MICROSYS & INF [CN] 
SHANGHAI WANHONG POWER & ENERG [CN]",2006,2005,"['H01M10/44', 'H01M10/48']",['Y02E60/10 (EP)'],CN
HYBRID ELECTRIC VEHICLE,YAGI YOICHI,NISSAN MOTOR,1999,1997,"['B60L11/18', 'H01M8/00', 'H01M8/04', 'B60K6/02', 'B60K6/20', 'B60L11/18', 'B60W10/28', 'B60W10/30', 'B60W20/00', 'H01M8/00', 'H01M8/04']","['Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP)']",JP
Electric vehicle with two energy supply module sets,"ZHANG BO 
LIN DAOSONG","SHANGYU ANKA TRAILER PARTS CO LTD 
LIN DAOSONG",2015,2014,"['B60L11/18', 'B60S5/06']",['Y02T10/70 (EP)'],CN
Electric vehicle power system based on multi-stack fuel cells,"YIN GUODONG 
NIU JUNYAN 
ZHUANG WEICHAO 
XU LIWEI",UNIV SOUTHEAST,2021,2021,"['B60L50/75', 'B60L58/33', 'B60L58/40']","['B60L50/75 (CN)', 'B60L58/33 (CN)', 'B60L58/40 (CN)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP)', 'Y02T90/40 (EP)']",CN
MOBILE CHARGING STATION FOR ELECTRIC CARS,"SOUČEK KAREL [CZ] 
HAJSKÝ LUBOŠ [CZ]",DEVINN S R O [CZ],2023,2021,"['B60L53/35', 'B60L53/54', 'G05D1/00']","['B60L53/30 (CZ)', 'B60L53/35 (EP,CZ)', 'B60L53/37 (CZ)', 'B60L53/54 (EP)', 'B60L53/57 (CZ)', 'B60L2200/30 (EP)', 'Y02T10/70 (EP,CZ)', 'Y02T10/7072 (EP,CZ)', 'Y02T10/72 (CZ)', 'Y02T90/12 (EP)']",WO
Very low emission hybrid electric vehicle incorporating an integrated propulsion system including a fuel cell and a high power nickel metal hydride battery pack,"OVSHINSKY STANFORD R [US] 
STEMPEL ROBERT C [US]","OVSHINSKY STANFORD R [US] 
STEMPEL ROBERT C [US]",2003,2000,"['B60L11/18', 'H01M10/46', 'H01M16/00', 'B60L11/18', 'H01M10/46', 'H01M16/00']","['B60L58/40 (EP,US)', 'H01M10/345 (EP,US)', 'H01M10/46 (EP,US)', 'H01M10/613 (EP,US)', 'H01M10/625 (EP,US)', 'H01M10/66 (EP,US)', 'H01M16/006 (EP,US)', 'H01M8/186 (EP,US)', 'B60L7/10 (EP,US)', 'B60L8/00 (EP,US)', 'B60L8/003 (EP,US)', 'B60L8/006 (EP,US)', 'H01M2250/20 (EP,US)', 'Y02E60/10 (EP,US)', 'Y02E60/50 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (US)', 'Y02T90/40 (EP,US)']",US
"Vehicle control unit, electric vehicle, control method and device of electric vehicle and storage medium","TIAN JUNLONG 
ZHANG QINGHUA 
CUI TIANYU",WEISHI ENERGY TECH CO LTD,2024,2022,"['B60L50/75', 'B60L58/15', 'B60L58/40']","['B60L50/75 (CN)', 'B60L58/15 (CN)', 'B60L58/40 (CN)', 'Y02T10/70 (EP)']",CN
BATTERY/FUEL CELL HYBRID SYSTEM AND ITS OPERATING METHOD,CHAE JONG HYUN [KR],LG CHEMICAL LTD [KR],2015,2013,"['H01M12/06', 'H01M12/08']","['B60L50/50 (KR)', 'H01M12/06 (KR)', 'H01M12/08 (KR)', 'H01M16/003 (KR,US)', 'H01M8/04708 (KR)', 'H01M8/0656 (KR)', 'H01M2008/1095 (KR)', 'H01M2220/20 (KR)', 'H01M2250/20 (KR)', 'Y02E60/10 (EP,US)', 'Y02E60/50 (EP)', 'Y02T10/70 (EP)']",KR
POWER DISTRIBUTION SYSTEM,"LASHIN DMITRY [GB] 
ISAEV MICHAEL [RU]",L CHARGE HOLDING LTD [GB],2024,2022,"['B60K6/26', 'B60K6/28', 'B60L53/16', 'B60L58/10']","['B60K6/26 (US)', 'B60K6/28 (US)', 'B60L53/11 (EP)', 'B60L53/14 (EP)', 'B60L53/16 (US)', 'B60L53/30 (EP)', 'B60L53/302 (EP)', 'B60L53/53 (EP,GB)', 'B60L53/57 (EP,GB)', 'B60L53/62 (EP)', 'B60L53/63 (EP)', 'B60L58/10 (US)', 'H02J1/12 (EP)', 'B60L2210/10 (US)', 'B60Y2200/92 (US)', 'H02J2310/48 (EP)', 'H02J7/0013 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (GB)']",US
BATTERY CONTROL METHOD FOR GENERATOR TYPE ELECTRIC AUTOMOBILE,"KOBAYASHI TETSUYA 
YAMASHITA TAKASHI 
KAWAI TOSHIYUKI","DENSO CORP 
NIPPON SOKEN",2000,1999,"['B60K6/00', 'B60K8/00', 'B60L11/12', 'B60L3/00', 'F02D29/06', 'G01R31/36', 'H02J7/00', 'H02J7/34', 'B60K6/20', 'B60K6/28', 'B60K6/445', 'B60K8/00', 'B60L3/00', 'B60L50/15', 'B60W10/26', 'B60W20/00', 'B60W20/13', 'F02D29/06', 'G01R31/36', 'H02J7/00', 'H02J7/34']","['Y02T10/62 (EP)', 'Y02T10/70 (EP)']",JP
Charging device and system,"WANG TENGFEI 
ZHUANG JIACAI 
ZHAO AN",SUNGROW POWER SUPPLY CO LTD,2022,2021,"['B60L53/12', 'H02J50/12', 'H02J7/00', 'H02J7/10']",['Y02T90/14 (EP)'],CN
Self-contained hydrogen power system for electric car charging station,"SOON PYO KWON 
JONG HWA KIM",KWATERCRAFT [KR],2023,2020,"['B01D35/02', 'B60L53/51', 'B60L53/54', 'B60L53/57', 'B60L53/60', 'C02F1/32', 'C25B1/04', 'C25B1/55', 'H01M8/04082', 'H01M8/04858', 'H01M8/0656']","['B01D35/02 (KR)', 'B60L53/51 (KR)', 'B60L53/54 (KR)', 'B60L53/57 (KR)', 'B60L53/60 (KR)', 'C02F1/283 (KR)', 'C02F1/32 (KR)', 'C02F1/441 (KR)', 'C02F1/52 (KR)', 'C02F1/72 (KR)', 'C25B1/04 (KR)', 'C25B1/55 (KR)', 'H01M8/04201 (KR)', 'H01M8/0494 (KR)', 'H01M8/04947 (KR)', 'H01M8/0656 (KR)', 'H02S10/20 (KR)', 'H01M2250/20 (KR)', 'Y02E10/50 (EP)', 'Y02E60/32 (KR)', 'Y02E60/36 (EP)', 'Y02E60/50 (EP,KR)', 'Y02E70/30 (EP)', 'Y02P20/133 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP,KR)', 'Y02T90/40 (KR)']",KR
Module type flatform for electric vehicle,CHO HYUNG GEUN,KORENSEM INC [KR],2022,2020,"['B60K1/04', 'B60L50/60', 'B60L50/64', 'B60L50/71', 'B60L53/16', 'B60L53/30']","['B60K1/04 (KR)', 'B60L50/64 (KR)', 'B60L50/66 (KR)', 'B60L50/71 (KR)', 'B60L53/16 (KR)', 'B60L53/305 (KR)', 'B60Y2200/91 (KR)', 'B60Y2400/112 (KR)', 'Y02T10/70 (EP,KR)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP,KR)', 'Y02T90/40 (EP,KR)']",KR
ELECTRIC VEHICLE,"TAKESHITA TAKAHARU 
MAHAMUD ABDULNABI SYDE ABUDARA 
OHASHI TATSUYUKI","FCC KK 
APARD CO LTD",2022,2020,"['B60L50/60', 'B60L58/20', 'B60L7/14', 'B60L9/18', 'H02J7/00', 'H02J7/02', 'H02M7/48']","['B60L15/20 (US)', 'B60L15/2009 (EP,US)', 'B60L50/40 (EP,US)', 'B60L50/66 (EP,US)', 'B60L58/12 (EP,US)', 'B60L7/12 (EP,US)', 'B60L7/14 (EP,US)', 'B60L7/26 (EP,US)', 'H02J7/1423 (US)', 'H02M1/007 (EP)', 'H02M3/158 (EP)', 'H02M7/5395 (EP,US)', 'H02P27/08 (US)', 'B60L2200/12 (EP,US)', 'B60L2240/421 (EP,US)', 'B60L2240/423 (EP,US)', 'B60L2240/547 (EP,US)']",JP
On -vehicle battery device of electric motor car,ZHOU YONGJUN,DONGGUAN LHT POWER TECH CO LTD,2016,2015,"['B62M6/90', 'H01M50/204', 'H01M50/249', 'H01M50/258']",['Y02E60/10 (EP)'],CN
METHOD AND DEVICE FOR CONTROLLING ELECTRIC VEHICLE,"MITSU KIN 
TANAKA HIROKI 
OBATA TAKEAKI 
CHIKUGO HAYATO","NISSAN MOTOR 
RENAULT SAS",2021,2019,"['B60K6/46', 'B60L3/00', 'B60L50/15', 'B60L50/61', 'B60L50/75', 'B60L58/12', 'B60L58/30', 'B60W20/12', 'B60W20/15', 'G01C21/34', 'G08G1/0969', 'H01M10/48', 'H01M8/00', 'H01M8/04', 'H01M8/0432']","['Y02E60/10 (EP)', 'Y02E60/50 (EP)', 'Y02T10/62 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/16 (EP)', 'Y02T90/40 (EP)']",JP
DUAL CHARGING STATION,VELEV OMOURTAG ALEXANDROV [US],FARADAY&FUTURE INC [US],2018,2016,"['B60L11/18', 'C25B9/17']","['B60L53/14 (EP,US)', 'B60L53/30 (US)', 'B60L53/305 (EP,US)', 'B60L58/30 (EP,US)', 'C25B1/04 (EP,US)', 'C25B9/17 (EP,US)', 'B60L2240/72 (EP,US)', 'H02J7/0013 (US)', 'H02J7/342 (US)', 'Y02E60/36 (EP,US)', 'Y02P20/133 (EP,US)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)', 'Y02T90/40 (EP)']",US
Electric car,WEI WU [CN],WEI WU [CN],2008,2007,['B60S5/02'],['unkown)'],CN
Power output control system for electric vehicle with hybrid fuel cell,"HSIAO JUI-SHENG [TW] 
WU CHIEN-TSUNG [TW] 
HSU CHI-TANG [TW] 
HUNG JIN-CHYUAN [TW] 
SHU PING-HUEI [TW]",IND TECH RES INST [US],2003,2001,"['B60L11/00', 'B60L11/18']","['B60L58/40 (EP,US)', 'B60L2210/10 (EP,US)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP,US)', 'Y02T90/16 (EP,US)', 'Y02T90/40 (US)']",US
Electric automotive charging pile based on solar power generation,"GU LIMING 
ZHANG YU",SHENZHEN LYUDIAN INFORMATION TECH CO LTD,2018,2018,"['B60L11/18', 'H02J7/35']","['B60L53/30 (CN)', 'B60L53/31 (CN)', 'H02J7/35 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",CN
Fuel battery electric vehicle,DENGFENG GUAN [CN],DENGFENG GUAN [CN],2009,2009,"['B60L11/18', 'B62K11/00']",['Y02T10/70 (EP)'],CN
800V gas-electric automobile high-voltage topology system,"XU KAI 
SUN YING 
XIONG BAOPING 
WU MINGLIAO 
SHEN JIANZHONG 
LI BO 
WEI BO 
XIONG JUNLIN 
MENG KANG 
ZHANG FENGLONG",GUANGZHOU HAIPOTE TECH CO LTD,2024,2023,"['B60L1/00', 'B60L50/75', 'B60L53/22']",['unkown)'],CN
Hydrogen-electricity-heat multi-energy-flow micro-grid scheduling optimization method considering new energy automobile load,"XIE CHANGJUN 
ZHOU XIANYI 
DU BANGHUA 
YANG YANG 
ZHU WENCHAO 
WANG ZHEWEI 
WANG HAN 
YANG WENLONG 
LI XIZHI 
CAO JUNHUI 
LI ZIHAO",UNIV WUHAN TECH,2024,2024,"['G06Q10/0631', 'G06Q50/06']","['G06Q10/06312 (CN)', 'G06Q10/06313 (CN)', 'G06Q50/06 (CN)']",CN
Intelligent inspection fire-fighting robot for battery energy storage station,"YI YONGLI 
LI CHU 
ZHAO PU 
LI WU 
CAO HUI 
LEI HUAN 
ZHANG LEI 
YOU YUGAN 
GONG XIANHE 
JIANG YONGKANG 
YU XURAN 
WU BIN","STATE GRID ZHEJIANG PROVINCE ELECTRIC POWER LTD COMPANY WENZHOU POWER SUPPLY COMPANY 
ZHEJIANG PROVINCE ELECTRIC POWER LTD COMPANY OF STATE GRID 
STATE GRID CORP CHINA",2022,2021,"['A62C27/00', 'A62C3/16', 'A62C37/40']",['unkown)'],CN
Nickel-metal hydride secondary battery,"KITAYAMA HIROSHI [JP] 
HAYASHIDA HIROTAKA [JP] 
YAMAMOTO MASAAKI [JP] 
BANDO NAOMI [JP] 
MIYAMOTO KUNIHIKO [JP] 
SUZUKI HIDEHARU [JP]","TOSHIBA BATTERY [JP] 
TOSHIBA KK [JP]",2002,1999,"['H01M10/22', 'H01M4/32', 'H01M10/26', 'H01M10/30', 'H01M10/34', 'H01M4/24', 'H01M4/32', 'H01M4/38', 'H01M4/52', 'H01M50/454', 'H01M4/36', 'H01M4/62', 'H01M6/04']","['H01M10/26 (EP,US)', 'H01M10/345 (EP,US)', 'H01M4/366 (EP,US)', 'H01M4/383 (EP,US)', 'H01M4/52 (EP,US)', 'H01M50/454 (EP,US)', 'H01M6/045 (EP,US)', 'H01M4/624 (EP,US)', 'Y02E60/10 (EP)']",US
"STATIONARY POWER STORAGE SYSTEM, AND CONTROL METHOD","ICHIKAWA KOICHI 
TAKAHASHI YASUHIRO",TOYOTA MOTOR CORP,2014,2013,"['H01M10/44', 'H01M10/48', 'H02J7/02']","['H02J7/0016 (EP,US)', 'Y02T10/70 (EP,US)']",JP
Hydrogen-electricity double-drive range-extending type hybrid electric vehicle,"LOU XIAODONG 
LOU YANBIN",LOU XIAODONG,2023,2021,"['B60L50/30', 'B60L50/75', 'B60W20/15', 'B60W20/50']",['unkown)'],CN
Power hydrogen charging integrated station locating and sizing method and device considering power distribution network constraint,"YUAN TIEJIANG 
JI LI 
YANG HENG 
TIAN XUEQIN 
YANG FUYUAN","UNIV DALIAN TECH 
STATE GRID ECONOMIC AND TECH RESEARCH INSTITUTE CO LTD 
ELECTRIC POWER RES INST STATE GRID LIAONING ELECTRIC POWER CO LTD 
STATE GRID CORP CHINA",2023,2022,"['G06N3/006', 'G06N3/04', 'G06Q10/04', 'G06Q10/0631', 'G06Q50/06']",['unkown)'],CN
Multifunctional mobile charging vehicle,SHA DEFU,CHEJIXIU CAR TECH CO LTD,2017,2017,"['B60L11/18', 'B60P3/00', 'B60R3/02']",['Y02T10/70 (EP)'],CN
Charging pile using methanol water reforming hydrogen production power generation as standby power supply,"GAO JIMING 
TANG CHONGQI 
ZHANG LICHUN",GUANGDONG CREATE TECH CO LTD,2021,2020,"['B60L53/16', 'B60L53/31', 'B60L53/54', 'H01M8/0612']","['Y02B90/10 (EP)', 'Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)']",CN
FUEL CELL DEVICE FOR ELECTRIC VEHICLE,"TAKEI RIKI 
MIZUSHITA YOSHINORI 
HIRAMITSU YUSUKE 
MIYAMOTO AKIHITO 
NAKANE KAZUYOSHI 
WATANABE TETSUYA 
TASHIRO KEISUKE",MITSUBISHI MOTORS CORP,2018,2016,"['B60L11/18', 'H01M8/00', 'H01M8/04225', 'H01M8/04302', 'H01M8/10']",['Y02E60/50 (EP)'],JP
Network operation method for charging batteries of electric automobile by three-wire double-ammeter low-price electricity,"TIELIANG WANG 
HUA WANG",BEIJING CREATIVE WUXIAN SOFTWA,2009,2008,"['B60L11/18', 'H01M10/42', 'H01M10/44', 'H02J7/00']",['Y02E60/10 (EP)'],CN
Extended-range electric vehicle power system,"FANG YAOPING 
CHEN RUOSI 
LIU LIQING",SHENZHEN BIMEGA ELECTRONIC LTD COMPANY,2022,2022,"['B60K1/04', 'B60K17/16', 'B60K6/48', 'B60L50/60', 'B60L50/71', 'B60L8/00']","['Y02T10/62 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/40 (EP)']",CN
HYDROGEN HYBRID ENERGY STORAGE SYSTEM,"AHMAD REZAL KHAIRI BIN [MY] 
ZOLKIPLI MOHAMAD HAFIZ BIN [MY] 
ABDULLAH MOHAMAD SHAZWAN BIN [MY] 
SULAIMAN MOHD TAUFIK BIN [MY] 
PARDAMAN SINGH JAGJEET SINGH A/L [MY]",NANOMALAYSIA BERHAD [MY],2023,2021,"['B60L58/40', 'H01M8/10']","['B60L50/40 (EP)', 'B60L50/75 (EP)', 'B60L58/20 (EP)', 'B60L58/40 (EP)', 'H01M10/0525 (EP)', 'H01M16/003 (EP)', 'H01M16/006 (EP)', 'H01M8/04201 (EP)', 'H01M8/1007 (EP)', 'B60L2210/14 (EP)', 'H01M2008/1095 (EP)', 'H01M2220/20 (EP)', 'H01M2250/20 (EP)', 'H01M2250/402 (EP)', 'Y02E60/50 (EP)']",WO
Low-voltage DC Converter,"MA SE HYUN 
LEE CHUNG YEOL 
YUN HEUI BOG 
YOUN TAE BONG 
KOO DUEK JIN 
LIM IN SEOP","KOREA TRIAXLE CO LTD [KR] 
MIRAE E & I CO LTD [KR]",2021,2020,"['B60L53/24', 'B60L58/12', 'H02J7/34', 'H02M1/14', 'H02M3/335']","['B60L53/24 (KR)', 'B60L58/12 (KR)', 'H02J7/342 (KR)', 'H02M1/14 (KR)', 'H02M1/44 (KR)', 'H02M3/33507 (KR)', 'B60L2240/527 (KR)', 'B60L2240/547 (KR)', 'B60Y2200/90 (KR)', 'H02J2207/20 (KR)', 'Y02T10/70 (EP,KR)', 'Y02T10/7072 (EP)', 'Y02T10/92 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)']",KR
ELECTRIC VEHICLE SERVICE STATION,"ROSSI LORENZO [CA] 
ROSSI STEVEN [CA]",WORKSPORT LTD [CA],2024,2021,"['B60L53/14', 'B60L53/54', 'B60L58/30']","['B60L53/14 (US)', 'B60L53/53 (EP)', 'B60L53/54 (EP,US)', 'B60L53/57 (EP)', 'B60L53/68 (EP)', 'B60L58/30 (US)', 'H02J15/008 (EP)', 'H02J7/0013 (EP)', 'H02J7/0048 (EP)', 'H02J7/34 (EP)', 'H02J7/342 (EP)', 'H02J2310/48 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",US
Energy output management method of hybrid electric vehicle based on battery aging,"ZHANG LIYAN 
TANG BOLAN 
CHEN QIHONG 
XIAO PENG 
ZHOU KELIANG",UNIV WUHAN TECH,2022,2022,"['B60L50/40', 'B60L50/75', 'B60L58/40']","['B60L50/40 (CN)', 'B60L50/75 (CN)', 'B60L58/40 (CN)', 'B60L2240/549 (CN)', 'Y02T10/70 (EP)']",CN
POWER SYSTEM,"LEE SEUNGWOON [KR] 
KIM SEONGHYEON [KR]",LS ELECTRIC CO LTD [KR],2023,2022,"['B60L53/60', 'B60L53/66', 'B60L58/40']","['B60L53/60 (EP,KR)', 'B60L53/66 (EP)', 'B60L53/665 (KR)', 'B60L58/40 (EP,KR)', 'B60L2260/54 (KR)', 'B60Y2200/91 (KR)', 'Y02E60/50 (KR)', 'Y02T10/70 (KR)', 'Y02T90/12 (KR)']",WO
WATERBORNE MOBILE DEVICE FOR CHARGING ELECTRIC VEHICLES,LASHIN DMITRII ALEKSANDROVICH [RU],LASHIN DMITRII ALEKSANDROVICH [RU],2024,2022,"['B60K15/03', 'B60L53/50', 'B60L58/22', 'B60L58/24', 'B63B35/00']","['B60K15/03 (EP)', 'B60L53/50 (EP)', 'B60L58/22 (EP)', 'B60L58/24 (EP)', 'B63B35/00 (EP)']",WO
Drive-by-wire drive and brake coordination control method for hybrid electric vehicle,"TIAN SHAOPENG 
CHEN JING 
XIAO CHUN 
WANG YUNING 
YANG CAN 
QIN GUOFENG 
LAN XIANBAO 
CHEN ZHENGLONG",FOSHAN XIANHU LABORATORY,2021,2020,"['B60L50/70', 'B60L50/75', 'B60W10/06', 'B60W10/08', 'B60W10/18', 'B60W10/26', 'B60W10/28', 'B60W20/14', 'B60W20/40']","['B60L50/70 (CN)', 'B60L50/75 (CN)', 'B60W10/06 (CN)', 'B60W10/08 (CN)', 'B60W10/18 (CN)', 'B60W10/26 (CN)', 'B60W10/28 (CN)', 'B60W20/14 (CN)', 'B60W20/40 (CN)', 'Y02T10/62 (EP)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP)']",CN
Hybrid electric vehicle intelligent energy management method based on gradient prediction,"TAO FAZHAN 
FU ZHIGAO 
GONG HUIXIAN 
ZHOU YAO 
ZHU LONGLONG 
WANG NAN 
LI MENGYANG 
MA HAOXIANG 
BI SHUHUI 
JI BAOFENG 
ZHANG ZHONGCAI 
WU HONGHAI 
TANG XIAOLIN 
LI SHUAIYONG 
YANG YI 
CHEN LINGFENG","LONGMEN LABORATORY 
UNIV HENAN SCIENCE & TECH",2024,2023,"['B60L50/40', 'B60L50/75', 'B60L58/40', 'B60W50/00']","['B60L50/40 (CN)', 'B60L50/75 (CN)', 'B60L58/40 (CN)', 'B60W50/00 (CN)', 'B60L2210/10 (CN)', 'B60W2050/0019 (CN)', 'B60W2050/0031 (CN)', 'B60W2050/0039 (CN)']",CN
Wind power generation device for energy supply of hybrid electric vehicle,ZHANG ZHENGPU,XI AN BOYU GREEN ENERGY CO LTD,2015,2014,"['B60K6/26', 'F03D9/02']","['Y02E10/72 (EP)', 'Y02E60/36 (EP)']",CN
Charging and discharging facility fire extinguishing ball fire alarm and fire extinguishing system based on temperature measurement camera,"OU HIROSHI 
ZHENG XIAOYAN 
LI YING 
HOU LIQUN 
ZHANG YAQI 
SHI LIYAN 
YIN BINGSHUAI 
GUO WEI",CHINA RAILWAY CONSTR GROUP CO,2022,2021,"['A62C19/00', 'A62C3/07', 'A62C3/16', 'A62C37/00', 'G01D21/02', 'G01J5/00', 'G08B17/06']",['unkown)'],CN
Solar energy wireless fills electric pile,ZHAO QI,HANERGY LIANCHUANG MOBILE ENERGY INVEST CO LTD,2017,2016,"['B60L11/18', 'H02J7/00']","['Y02T10/70 (EP)', 'Y02T90/16 (EP)', 'Y02T90/167 (EP)', 'Y04S30/12 (EP)']",CN
Zero-carbon fuel rotor machine applied to range extender and control method,"WANG SHUOFENG 
SUN YU 
JI CHANGWEI 
YANG JINXIN 
WANG HUAIYU",UNIV BEIJING TECHNOLOGY,2023,2023,"['B60L50/62', 'B60L58/12', 'F02B43/00', 'F02B43/10', 'F02B53/04', 'F02B53/10']",['unkown)'],CN
Tesla (EV) Home or Roadside Charger Powered by Hydrogen Gas,BAILEY KENNETH STEPHEN [US],BAILEY KEN [US],2023,2022,"['B60L53/31', 'H01M16/00', 'H01M8/0656', 'H01M8/10', 'H02J3/00']","['B60L53/31 (US)', 'B60L53/51 (EP)', 'B60L53/53 (EP)', 'B60L53/54 (EP)', 'H01M16/006 (EP,US)', 'H01M8/0656 (EP,US)', 'H01M8/10 (EP,US)', 'H02J3/00 (EP,US)', 'H01M2008/1095 (EP,US)', 'H01M2250/10 (EP,US)', 'H01M2250/20 (EP)']",US
"Hydrogen fuel cell combined power supply, working method thereof, electric car and unmanned aerial vehicle","ZHU HAO 
LU YINGJIE 
WANG NINGJUN",JIANGSU BINGCHENG HYDROGEN ENERGY TECH CO LTD,2019,2019,"['H02J7/00', 'H02J7/34']","['H02J7/0068 (CN)', 'H02J7/34 (CN)']",CN
Long range and safer electric vehicle configuration,KEJHA JOSEPH B [US],KEJHA JOSEPH B [US],2006,1995,"['B60K1/00', 'B60K6/52', 'B60K7/00']","['B60K1/00 (EP,US)', 'B60K1/04 (EP,US)', 'B60K17/356 (EP,US)', 'B60K6/442 (EP,US)', 'B60K6/48 (EP,US)', 'B60K6/52 (EP,US)', 'B60K7/00 (EP,US)', 'B60K7/0007 (EP,US)', 'B60L50/16 (EP,US)', 'B60L50/61 (EP,US)', 'B60L50/62 (EP,US)', 'B60L50/66 (EP,US)', 'B62D23/005 (EP,US)', 'B62D29/008 (EP,US)', 'B62D31/003 (EP,US)', 'B60K17/043 (EP,US)', 'B60K2001/001 (EP,US)', 'B60K2001/005 (EP,US)', 'B60K2001/006 (EP,US)', 'B60K2001/0438 (EP,US)', 'B60K2001/0455 (EP,US)', 'B60K2001/0477 (EP,US)', 'B60K2001/0494 (EP,US)', 'B60K2007/0046 (EP,US)', 'B60K2007/0092 (EP,US)', 'B60K2015/03315 (EP,US)', 'B60K2015/0638 (EP,US)', 'B60L2220/46 (EP,US)', 'B60L2260/28 (EP,US)', 'B60Y2200/112 (EP,US)', 'B60Y2200/91 (EP,US)', 'B60Y2200/92 (EP,US)', 'Y02T10/62 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP,US)']",US
Supercapacitance assistant power supply system of electric vehicle,"CAO BINGGANG [CN] 
BAI ZHIFENG [CN] 
ZHOU HAOBIN [CN]","UNIV XI AN COMMUNICATION [CN] 
UNIV XI AN JIAOTONG [CN]",2004,2003,"['B60L1/00', 'B60L11/00', 'B60L11/18', 'B60L1/00', 'B60L11/00', 'B60L11/18']",['Y02T10/70 (EP)'],CN
A portable catalytic heating system capable of thermoelectric power generation electric vehicle equipped with the system and an operating method for the same,"IN CHANG YOU 
GILSOO JANG 
KOOK CHAN HAN",YOUHO ELECTRIC IND CO LTD [KR],2023,2023,"['B60L3/00', 'B60L58/27', 'H10N10/13', 'H10N10/17', 'H10N19/00']",['unkown)'],KR
Heat-storage and cold-storage air conditioning system and peak-load regulation and frequency modulation system of electric automobile,"CUI HUA 
YANG YUSEN",HEPU ENERGY ENV TECH CO LTD,2020,2019,"['B60H1/00', 'B60L53/30', 'B60L53/64', 'B60L58/26', 'B60L58/27']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",CN
