,position,title,data_cid,link,publication,snippet,type,inline_links,resource,authors
296,17,An LLM-based Reflection Analysis Tool for Identifying and Addressing Challenging Topics,HHwhNgwRnoEJ,https://dl.acm.org/doi/abs/10.1145/3626253.3635601,"N Dehbozorgi, MT Kunuku - Proceedings of the 55th ACM Technical …, 2024 - dl.acm.org","… the Langchain framework, and for the identification and generation of learning materials, it utilizes Retriever-Augmented Generation (RAG) with the ChatGPT API. Langchain … Langchain …",,"{'versions': {'cluster_id': '9339921421358431260', 'total': 3, 'link': 'https://scholar.google.com/scholar?cluster=9339921421358431260&hl=en&num=20&as_sdt=0,44'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:HHwhNgwRnoEJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,44'}","{'name': 'researchgate.net', 'format': 'PDF', 'link': 'https://www.researchgate.net/profile/Nasrin-Dehbozorgi/publication/379016072_An_LLM-based_Reflection_Analysis_Tool_for_Identifying_and_Addressing_Challenging_Topics/links/660c419eb839e05a20b82c8c/An-LLM-based-Reflection-Analysis-Tool-for-Identifying-and-Addressing-Challenging-Topics.pdf'}","[{'name': 'N Dehbozorgi', 'id': 'pKIFTJEAAAAJ', 'link': 'https://scholar.google.com/citations?user=pKIFTJEAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'MT Kunuku', 'id': 'aqLyra8AAAAJ', 'link': 'https://scholar.google.com/citations?user=aqLyra8AAAAJ&hl=en&num=20&oi=sra'}]"
297,18,Beginner's Guide to LangChain-Building LLM Applications Made Easy,3QgsMLSEHIwJ,https://journals.ekb.eg/article_361550_af2811cfcb6ea6de65e9a183a7fe6f73.pdf,"الهادي - مجلة الجمعية المصرية لنظم المعلومات وتکنولوجيا …, 2024‎ - journals.ekb.eg","… LangChain is a popular and powerful tool that simplifies building LLM applications. It provides an open-source orchestration framework that allows developers to build, integrate …",,"{'versions': {'cluster_id': '10096090374094981341', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=10096090374094981341&hl=en&num=20&as_sdt=0,44'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:3QgsMLSEHIwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,44', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:3QgsMLSEHIwJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,44'}",,
298,19,AI assistant for document management Using Lang Chain and Pinecone,MSvhc8BZ9QgJ,,"A Pesaru, TS Gill, AR Tangella - International Research Journal of Modernization in …, 2023",,CITATION,"{'cited_by': {'cites_id': '645520804710263601', 'total': 31, 'link': 'https://scholar.google.com/scholar?cites=645520804710263601&as_sdt=5,44&sciodt=0,44&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:MSvhc8BZ9QgJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,44'}",,
299,20,Smart Healthcare Assistant with Epidemiological Modelling,OBuFVXQ6ALYJ,https://ieeexplore.ieee.org/abstract/document/10780252/,"E Priya, D Kumar, K Jayachandiran… - … on Power, Energy …, 2024 - ieeexplore.ieee.org",… of a custom Language Model (LLM) on LangChain. This strategic initiative aims to create a … Building custom LLM on LangChain provides the flexibility to fine-tune the model according …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:OBuFVXQ6ALYJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,44'}",,"[{'name': 'E Priya', 'id': 'y3wYmzgAAAAJ', 'link': 'https://scholar.google.com/citations?user=y3wYmzgAAAAJ&hl=en&num=20&oi=sra'}]"
300,1,Beginner's Guide to LangChain-Building LLM Applications Made Easy,3QgsMLSEHIwJ,https://journals.ekb.eg/article_361550_af2811cfcb6ea6de65e9a183a7fe6f73.pdf,"الهادي - مجلة الجمعية المصرية لنظم المعلومات وتکنولوجيا …, 2024‎ - journals.ekb.eg","… LangChain is a popular and powerful tool that simplifies building LLM applications. It provides an open-source orchestration framework that allows developers to build, integrate …",,"{'versions': {'cluster_id': '10096090374094981341', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=10096090374094981341&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:3QgsMLSEHIwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:3QgsMLSEHIwJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
301,2,AI assistant for document management Using Lang Chain and Pinecone,MSvhc8BZ9QgJ,,"A Pesaru, TS Gill, AR Tangella - International Research Journal of Modernization in …, 2023",,CITATION,"{'cited_by': {'cites_id': '645520804710263601', 'total': 31, 'link': 'https://scholar.google.com/scholar?cites=645520804710263601&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:MSvhc8BZ9QgJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
302,3,Smart Healthcare Assistant with Epidemiological Modelling,OBuFVXQ6ALYJ,https://ieeexplore.ieee.org/abstract/document/10780252/,"E Priya, D Kumar, K Jayachandiran… - … on Power, Energy …, 2024 - ieeexplore.ieee.org",… of a custom Language Model (LLM) on LangChain. This strategic initiative aims to create a … Building custom LLM on LangChain provides the flexibility to fine-tune the model according …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:OBuFVXQ6ALYJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': 'E Priya', 'id': 'y3wYmzgAAAAJ', 'link': 'https://scholar.google.com/citations?user=y3wYmzgAAAAJ&hl=en&num=20&oi=sra'}]"
303,4,MetaOpenFOAM: an LLM-based multi-agent framework for CFD,9hFxj1Lp9HQJ,https://arxiv.org/abs/2407.21320,"Y Chen, X Zhu, H Zhou, Z Ren - arXiv preprint arXiv:2407.21320, 2024 - arxiv.org","… By effectively integrating information from multiple documents, Langchain can provide more professional support for CFD research. Building on the MetaGPT and Langchain frameworks…",,"{'cited_by': {'cites_id': '8427617343520182774', 'total': 9, 'link': 'https://scholar.google.com/scholar?cites=8427617343520182774&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '8427617343520182774', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=8427617343520182774&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:9hFxj1Lp9HQJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:9hFxj1Lp9HQJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2407.21320'}","[{'name': 'Y Chen', 'id': 'rrXAC4IAAAAJ', 'link': 'https://scholar.google.com/citations?user=rrXAC4IAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Z Ren', 'id': 'mVAP5B4AAAAJ', 'link': 'https://scholar.google.com/citations?user=mVAP5B4AAAAJ&hl=en&num=20&oi=sra'}]"
304,5,Retrieval-Augmented Generation (RAG) using Large Language Models (LLMs),KAxwtahC5_IJ,,"A Frémund, M Bulín - 2024 - Západočeská univerzita v Plzni",,CITATION,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:KAxwtahC5_IJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': 'M Bulín', 'id': 'apyqP28AAAAJ', 'link': 'https://scholar.google.com/citations?user=apyqP28AAAAJ&hl=en&num=20&oi=sra'}]"
305,6,Large language model-powered chatbots for internationalizing student support in higher education,26dJ336_ogYJ,https://arxiv.org/abs/2403.14702,"A Hsain, HE Housni - arXiv preprint arXiv:2403.14702, 2024 - arxiv.org","… By incorporating LangChain, we were able to provide the chatbot with a form of memory, allowing for context-aware conversations that are both meaningful and relevant to student …",,"{'versions': {'cluster_id': '478155062087624667', 'total': 3, 'link': 'https://scholar.google.com/scholar?cluster=478155062087624667&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:26dJ336_ogYJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:26dJ336_ogYJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2403.14702'}","[{'name': 'A Hsain', 'id': 'PJFtqRwAAAAJ', 'link': 'https://scholar.google.com/citations?user=PJFtqRwAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'HE Housni', 'id': '7RRKvJMAAAAJ', 'link': 'https://scholar.google.com/citations?user=7RRKvJMAAAAJ&hl=en&num=20&oi=sra'}]"
306,7,LLM-based Smart Chatbot Design Using LangChain Framework,4zc7xr9U86cJ,https://ekmair.ukma.edu.ua/items/90bc8d3b-5de8-4ff7-a85c-60baf2123bea,Д Колодяжна - 2024 - ekmair.ukma.edu.ua,"This work presents the development of a smart chatbot called"" Legislative Assistant"" that assists Ukrainian lawyers and citizens in navigating legislative acts. The chatbot utilizes large …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:4zc7xr9U86cJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:4zc7xr9U86cJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
307,8,"Langchain, 10 2022",Vf3jurin7GwJ,,"H Chase - URL https://github. com/hwchase17/langchain, 2022",,CITATION,"{'cited_by': {'cites_id': '7848832662451256661', 'total': 17, 'link': 'https://scholar.google.com/scholar?cites=7848832662451256661&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:Vf3jurin7GwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
308,9,"Cracking the WTP Metric for Enhancing Pricing Framework and Margin Optimization using Reasoning LLMs, Agents and Langchain Framework",NuXNMzPCiAMJ,https://www.csitcp.org/abstract/15/152csit15,"C Soni, S Shah - CS & IT Conference Proceedings, 2025 - csitcp.org",The Advancements in LLMs and Agentic Universe Has Enabled Businesses to Incorporate Intelligent Automation Across Business Applications. With This Paper We Present a …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:NuXNMzPCiAMJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:NuXNMzPCiAMJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
309,10,PENERAPAN RETRIEVAL AUGEMENTED GENERATION MENGGUNAKAN LANGCHAIN DALAM PENGEMBANGAN SISTEM TANYA JAWAB HADIS BERBASIS …,3IDn8r100g4J,http://repository.uin-suska.ac.id/80573/,"MI Syah - ZONAsi-Jurnal Sistem Informasi, 2024 - repository.uin-suska.ac.id",… dan akinci [5]menggunakan LangChain sebagai kerangka kerja untuk mengembangkan … model Chat dari OpenAI dan LangChain. LangChain digunakan untuk mencari dan …,,"{'versions': {'cluster_id': '1068044420813127900', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=1068044420813127900&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:3IDn8r100g4J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'http://scholar.googleusercontent.com/scholar?q=cache:3IDn8r100g4J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'uin-suska.ac.id', 'format': 'PDF', 'link': 'http://repository.uin-suska.ac.id/80573/1/Jurnal%20Muhammad%20Irfan%20Syah.pdf'}",
310,11,Building an Intelligent QA/Chatbot with LangChain and Open Source LLMs,RYfyZtD7kT8J,https://vtechworks.lib.vt.edu/items/cd340e0d-9c37-4f1e-8b34-ab6b0fb4e73f,"P Cross, M Syed, S Scott, A Singh, M Zhang - 2024 - vtechworks.lib.vt.edu",This project developed a web-application Q/A chatbot that enables users to interact with Large Language models (LLMs) through a collection format. The system implemented a …,,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:RYfyZtD7kT8J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:RYfyZtD7kT8J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
311,12,IMPLEMENTASI CHATBOT MENGGUNAKAN FRAMEWORK LANGCHAIN BERBASIS LLM GPT,54aEhACqIYUJ,https://ejournal.itn.ac.id/index.php/jati/article/view/13003,"MDA Muhajir, N Prastiti… - JATI (Jurnal Mahasiswa …, 2025 - ejournal.itn.ac.id",… Permasalahan tersebut dapat diatasi dengan framework Langchain. Langchain adalah … Langchain dapat digambarkan sebagai jembatan antara LLM dengan aplikasi[5]. Panduan …,,"{'versions': {'cluster_id': '9593135600475866855', 'total': 3, 'link': 'https://scholar.google.com/scholar?cluster=9593135600475866855&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:54aEhACqIYUJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:54aEhACqIYUJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'itn.ac.id', 'format': 'PDF', 'link': 'https://ejournal.itn.ac.id/index.php/jati/article/download/13003/7244'}","[{'name': 'N Prastiti', 'id': 'ldD5KicAAAAJ', 'link': 'https://scholar.google.com/citations?user=ldD5KicAAAAJ&hl=en&num=20&oi=sra'}]"
312,13,Leveraging large language models for multimodal search,NGs788xHOwUJ,https://openaccess.thecvf.com/content/CVPR2024W/FGVC11/html/Barbany_Leveraging_Large_Language_Models_for_Multimodal_Search_CVPRW_2024_paper.html,"O Barbany, M Huang, X Zhu… - Proceedings of the IEEE …, 2024 - openaccess.thecvf.com","… In this work, we test two prompt managers: Langchain [9]: We take the Langchain prompts from Visual ChatGPT [52] and adapt them to our task. The syntax to use a tool is: …",,"{'cited_by': {'cites_id': '376973939395226420', 'total': 12, 'link': 'https://scholar.google.com/scholar?cites=376973939395226420&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '376973939395226420', 'total': 5, 'link': 'https://scholar.google.com/scholar?cluster=376973939395226420&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:NGs788xHOwUJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:NGs788xHOwUJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'thecvf.com', 'format': 'PDF', 'link': 'https://openaccess.thecvf.com/content/CVPR2024W/FGVC11/papers/Barbany_Leveraging_Large_Language_Models_for_Multimodal_Search_CVPRW_2024_paper.pdf'}","[{'name': 'O Barbany', 'id': 'REEqrZEAAAAJ', 'link': 'https://scholar.google.com/citations?user=REEqrZEAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'M Huang', 'id': 'VnUAQgMAAAAJ', 'link': 'https://scholar.google.com/citations?user=VnUAQgMAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'X Zhu', 'id': 'dPslJ1QAAAAJ', 'link': 'https://scholar.google.com/citations?user=dPslJ1QAAAAJ&hl=en&num=20&oi=sra'}]"
313,14,LangChain.(Oct. 2022),PZd94oQYnOoJ,,"H Chase - URL: https://github. com/langchain-ai/langchain, 2022",,CITATION,"{'cited_by': {'cites_id': '16905414060256630589', 'total': 17, 'link': 'https://scholar.google.com/scholar?cites=16905414060256630589&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:PZd94oQYnOoJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
314,15,MedAide: Leveraging Large Language Models for On-Premise Medical Assistance on Edge Devices,JK8p-3H3jyUJ,https://arxiv.org/abs/2403.00830,"A Basit, K Hussain, MA Hanif, M Shafique - arXiv preprint arXiv …, 2024 - arxiv.org","… LangChain [18] plays a crucial role in our model deployment tool-chain through collection of medical … LangChain efficiently searches a database, to accelerate the retrieval of medical …",,"{'cited_by': {'cites_id': '2706653969990135588', 'total': 4, 'link': 'https://scholar.google.com/scholar?cites=2706653969990135588&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '2706653969990135588', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=2706653969990135588&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:JK8p-3H3jyUJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:JK8p-3H3jyUJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2403.00830'}","[{'name': 'A Basit', 'id': 'oR-AhhgAAAAJ', 'link': 'https://scholar.google.com/citations?user=oR-AhhgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'M Shafique', 'id': 'xSR276UAAAAJ', 'link': 'https://scholar.google.com/citations?user=xSR276UAAAAJ&hl=en&num=20&oi=sra'}]"
315,16,Langchain,cimEOs5ZzgQJ,,AI LangChain - 2023,,CITATION,"{'cited_by': {'cites_id': '346312963633981810', 'total': 9, 'link': 'https://scholar.google.com/scholar?cites=346312963633981810&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:cimEOs5ZzgQJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,
316,17,LLM and RAG-Based Question Answering Assistant for Enterprise Knowledge Management,6agGVSTcCVwJ,https://ieeexplore.ieee.org/abstract/document/10773564/,"G Şahin, K Varol, BK Pak - 2024 9th International Conference …, 2024 - ieeexplore.ieee.org","Large language models (LLM) have become integral to many natural language processing applications, particularly in the area of automatic question answering. In this study, a …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:6agGVSTcCVwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': 'G Şahin', 'id': 'tk8s6xoAAAAJ', 'link': 'https://scholar.google.com/citations?user=tk8s6xoAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'BK Pak', 'id': 'yGqEA5cAAAAJ', 'link': 'https://scholar.google.com/citations?user=yGqEA5cAAAAJ&hl=en&num=20&oi=sra'}]"
