"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour ctxt all ""hydrogen"" AND ctxt all ""battery"" AND ctxt all ""electric vehicle"" AND ctxt all ""charging""";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"305";"Vehicle-mounted nickel-hydrogen battery pack real SOC online determination method";"PENG ZHEN 
ZHONG FAPING 
XU GUOCHANG 
JIANG WANG 
HE XIA 
CAO CHANGYUN 
KE WEI 
WANG MIAO";"HUNAN COPOWER EV BATTERY CO LTD";"CN108828455A 
CN108828455B";"2018-07-11";"G01R31/36 
B60L58/12 
G01R31/367 
G01R31/3842";"Y02T10/70 (EP)";"2018-11-16 
2020-10-13";"2018-11-16";"064136934";
"306";"Base type chassis of hydrogen fuel cell unmanned vehicle";"LIU WEIHANG 
LU YUREN 
XU PEIPEI 
LI JIE 
LIU BIN 
ZHONG BIQING 
ZENG RIYA 
YANG GUANGQINGYUE 
JIN CONG 
YU HAI 
YUAN YINGSHUAI 
MENG BEIXIAO 
FANG GUOCHANG 
QIN YAZHOU 
ZHANG YUE";"CHINA NORTH VEHICLE RES INST";"CN118991465A";"2024-08-05";"B60K11/00 
B60K11/04 
B60K11/06 
B60K7/00 
B60L1/00 
B60L50/75 
B60L7/10 
B62D11/02 
B62D21/18 
B62D5/04";"B60K11/00 (CN) 
B60K11/04 (CN) 
B60K11/06 (CN) 
B60K7/0007 (CN) 
B60L1/00 (CN) 
B60L50/75 (CN) 
B60L7/10 (CN) 
B62D11/02 (CN) 
B62D21/18 (CN) 
B62D5/04 (CN) 
Y02T90/40 (EP)";"2024-11-22";"2024-11-22";"093470160";
"307";"Container type methanol-to-hydrogen energy station system";"RONG ZIHAI 
LIU JIANG 
TANG DAWEI 
SHEN DI";"ZHEJIANG BENYUAN CHUNQING TECH CO LTD";"CN114865002A";"2022-05-17";"H01M8/04082 
H01M8/04089 
H01M8/1011";"H01M8/04089 (CN) 
H01M8/04201 (CN) 
H01M8/1011 (CN) 
Y02T90/12 (EP)";"2022-08-05";"2022-08-05";"082639869";
"308";"On-board recharging system for battery powered electric vehicles";"HSU MICHAEL S [US] 
MICHAEL HSU S [US]";"HSU MICHAEL S [US] 
HSU S MICHAEL [US]";"CN1075033A 
CN1076523C";"1991-11-04";"B60L9/00 
H02J7/00 
B60L11/18 
H01M10/44 
H01M16/00 
H01M8/00 
H01M8/04 
H02J7/34 
B60L11/18 
H01M10/44 
H01M16/00 
H01M8/00 
H01M8/04 
H02J7/00 
H01M8/12";"B60L58/31 (EP,US) 
B60L58/33 (EP,US) 
B60L58/34 (EP,US) 
B60L58/40 (EP,US) 
H01M10/39 (EP,US) 
H01M10/44 (EP,US) 
H01M16/006 (EP,US) 
H01M8/00 (EP,US) 
H01M8/04007 (EP,US) 
H01M8/04067 (EP,US) 
H01M8/04074 (EP,US) 
H01M8/04365 (EP,US) 
H01M8/04731 (EP,US) 
H01M8/04768 (EP,US) 
H01M8/2425 (US) 
H01M8/2432 (EP) 
H01M8/244 (US) 
H01M8/2483 (EP,US) 
H01M2008/1293 (EP,US) 
H01M2250/20 (EP,US) 
H01M2300/0074 (EP,US) 
H01M8/04888 (EP,US) 
Y02E60/10 (EP) 
Y02E60/50 (EP,US) 
Y02T10/70 (EP) 
Y02T90/40 (EP,US)";"1993-08-04 
2001-12-19";"1993-05-13";"025140781";
"309";"SYSTÈME DE TRANSPORT DE VÉHICULE ÉLECTRIQUE";"ARIAN ASSL JAMSHID [BE]";"ARIAN ASSL JAMSHID [BE]";"WO2009156780A1";"2008-06-25";"B60L11/18 
H02J7/04";"B60L53/11 (EP) 
B60L53/35 (EP) 
B60L58/10 (EP) 
H02J7/007 (EP) 
H02J7/04 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP)";"2009-12-30";"2009-12-30";"040822969";
"310";"Hydrogen fuel-cell vehicle braking energy recovery system";"CHENG FEI 
HAO YIGUO 
CHEN HUAMING";"WUHAN GROVE HYDROGEN AUTOMOBILE CO LTD";"CN110576750A";"2019-08-22";"B60L15/20 
B60L50/75 
B60L58/40 
B60L7/10 
B60W30/18";"B60L15/2009 (CN) 
B60L50/75 (CN) 
B60L58/40 (CN) 
B60L7/10 (CN) 
B60W30/18127 (CN) 
Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2019-12-17";"2019-12-17";"068811701";
"311";"Liquid hydrogen storage type high-pressure hydrogenation vehicle";"NI ZHONGHUA 
CHEN JIANAN 
WEI WEI 
YAN YAN 
HE CHUNHUI 
WANG CHAO 
ZHAO YALI";"ZHANGJIAGANG RES INSTITUTE OF HYDROGEN ENERGY CO LTD";"CN210107039U";"2019-05-24";"F17C13/00 
F17C13/02 
F17C13/04 
F17C5/06 
F17C7/04";"";"2020-02-21";"2020-02-21";"069561479";
"312";"CHARGING DEVICE FOR ELECTRIC VEHICLE AND CONTROL METHOD THEREOF";"MIURA TETSUYA 
YOKOTA JUNICHI";"TOYOTA MOTOR CORP 
AISIN AW CO";"JP2009065808A";"2007-09-10";"B60L11/18 
B60L9/18 
H01M10/44 
H02J7/00 
H02J7/10 
H02P6/24";"Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T10/72 (EP)";"2009-03-26";"2009-03-26";"040559871";
"313";"Active discharge circuit and system of hydrogen energy automobile";"CHENG FEI 
HAO YIGUO";"HUANGGANGGOV HYDROGEN ENERGY AUTOMOBILE LTD COMPANY";"CN216033901U";"2021-06-07";"B60L58/30";"Y02T90/40 (EP)";"2022-03-15";"2022-03-15";"080614793";
"314";"Long range hydrogen fueled vehicle construction";"KEJHA JOSEPH B [US]";"";"US2005211480A1";"1995-01-17";"B60K6/04 
B60K6/52 
B60K7/00";"B60K6/442 (EP,US) 
B60K6/52 (EP,US) 
B60K7/0007 (EP,US) 
B60L50/16 (EP,US) 
B60L50/61 (EP,US) 
B60L50/62 (EP,US) 
B60L50/66 (EP,US) 
B62D23/005 (EP,US) 
B62D29/008 (EP,US) 
B62D31/003 (EP,US) 
B60K1/02 (EP,US) 
B60K17/043 (EP,US) 
B60K2007/0046 (EP,US) 
B60K2007/0092 (EP,US) 
B60L2220/46 (EP,US) 
B60L2260/28 (EP,US) 
Y02T10/62 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US)";"2005-09-29";"2005-09-29";"046303809";
"315";"New energy vehicle chassis combination structure and combination method thereof";"ZHANG YAO";"ZHANG YAO";"CN111002845A";"2019-12-28";"B60L50/70 
B60L50/71 
B60L58/10 
B60L58/33";"B60L50/70 (CN) 
B60L50/71 (CN) 
B60L58/10 (CN) 
B60L58/33 (CN) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2020-04-14";"2020-04-14";"070119321";
"316";"Mobile fuel cell charging device";"SUN HANDONG";"SHENYANG DERBON INSTR CO LTD";"CN104022545A";"2014-05-19";"H02J7/00";"";"2014-09-03";"2014-09-03";"051439169";
"317";"High-voltage system for fuel cell dual-source electric vehicle";"SONG WEI 
XUE YUNHONG 
NING FANKUN";"SINO TRUK JINAN POWER CO LTD";"CN107444161A";"2017-08-14";"B60L11/18 
B60L3/04";"B60L3/04 (CN) 
B60L58/10 (CN) 
B60L58/40 (CN) 
B60L2210/10 (CN) 
Y02T10/70 (EP) 
Y02T10/72 (EP)";"2017-12-08";"2017-12-08";"060491072";
"318";"A fuel cell mobile charging device";"SUN HANDONG";"SHENYANG DERBON INSTR CO LTD";"CN203911529U";"2014-05-19";"H02J7/00";"";"2014-10-29";"2014-10-29";"051785775";
"319";"Intelligent energy management method of hydrogen fuel cell hybrid electric vehicle involving degradation";"TAO FAZHAN 
ZHANG YABO 
LU HONGXIN 
FU ZHIGAO 
TANG XIAOLIN 
CHEN BO 
JI BAOFENG 
WANG TONG 
WU HONGHAI 
LI SHUAIYONG 
ZHU LONGLONG 
GAO SONG 
LI MENGYANG 
ZHANG ZHONGCAI 
ZHANG JI 
ZHANG PING 
SUN LIFAN";"LONGMEN LABORATORY 
UNIV HENAN SCIENCE & TECH";"CN116834612A";"2023-07-10";"B60L50/40 
B60L50/75 
B60L58/40 
B60W50/00";"B60L50/40 (CN) 
B60L50/75 (CN) 
B60L58/40 (CN) 
B60W50/00 (CN) 
B60L2210/10 (CN) 
B60W2050/0019 (CN) 
B60W2050/0031 (CN) 
B60W2050/0039 (CN)";"2023-10-03";"2023-10-03";"088170398";
"320";"Intelligent fuel locating and monitoring system for hydrogen vehicle";"ZHAO CHENGWANG 
CHENG XIAOCUI 
FANG XIAOMING 
WANG LIANGLIANG 
BAO XIANJUN";"WUHU GUOQING WNERGY CO LTD";"CN104442735A 
CN104442735B";"2014-10-31";"B60S5/00";"B60S5/00 (CN)";"2015-03-25 
2016-05-25";"2015-03-25";"052889719";
"321";"Electric vehicle overall control device";"LI HUIQI 
OUYANG JIAN 
ZHOU YUANSHAN";"GUANGZHOU YIWE ELECTRIC VEHICLE CO LTD";"CN204089254U";"2014-08-21";"B60L15/00 
B60L15/20 
B60L3/00 
H02J7/00";"Y02T10/72 (EP) 
Y02T90/16 (EP)";"2015-01-07";"2015-01-07";"052181925";
"322";"CELLULE D'ÉLECTROLYTE SOLIDE QUI CONTIENT DU SULFURE, BLOC DE BATTERIE QUI COMPREND LA CELLULE, SYSTÈME DE VÉHICULE QUI COMPREND LE BLOC DE BATTERIE, ET PROCÉDÉ POUR DÉTECTER DU SULFURE D'HYDROGÈNE";"KAWAOKA HIROKAZU [JP] 
NAGASE HIROSHI [JP]";"TOYOTA MOTOR CO LTD [JP] 
KAWAOKA HIROKAZU [JP] 
NAGASE HIROSHI [JP]";"WO2011074097A1";"2009-12-17";"H01M10/0562 
H01M10/058 
H01M50/528 
H01M50/574 
H01M50/55 
H01M50/552";"H01M10/052 (EP,US) 
H01M10/0562 (EP,US) 
H01M10/44 (EP,US) 
H01M10/48 (EP,US) 
H01M4/364 (EP,US) 
H01M4/38 (EP,US) 
H01M4/525 (EP,US) 
H01M50/24 (EP,US) 
H01M50/574 (EP,US) 
H01M50/55 (EP,US) 
H01M50/552 (EP,US) 
Y02E60/10 (EP,US) 
Y02P70/50 (EP)";"2011-06-23";"2011-06-23";"044166892";
"323";"Intelligent fuel positioning and monitoring system of hydrogen vehicle";"ZHAO CHENGWANG 
CHENG XIAOCUI 
FANG XIAOMING 
WANG LIANGLIANG 
BAO XIANJUN";"WUHU GUOQING WNERGY CO LTD";"CN204184329U";"2014-10-31";"B60S5/00";"";"2015-03-04";"2015-03-04";"052616351";
"324";"SUPPLY STATION";"KIMURA KIYOSHI 
TAKESHIMA AYUMI";"TATSUNO CORP";"JP2024088907A 
JP7643444B2";"2022-12-21";"H02J7/00 
B60L53/53 
B60L53/54 
B60L53/57 
F17C5/06";"";"2024-07-03 
2025-03-11";"2024-07-03";"091690493";
"325";"PROCÉDÉ ET SYSTÈME D'ALIMENTATION ÉLECTRIQUE POUR EMPILEMENT DE PILES À HYDROGÈNE, CYCLOMOTEUR À ÉNERGIE HYDROGÈNE, ET PROCÉDÉ ET SYSTÈME DE TRANSMISSION ASSOCIÉS";"LU MINMIN [CN] 
QIAN CHENG [CN] 
ZE WEIJIE [CN] 
MA QIAN [CN]";"YOUON TECH CO LTD [CN]";"WO2021136061A1";"2019-12-31";"B60L50/60 
B60L50/70 
B60L53/00 
B60L58/10 
B60L58/30";"B60L3/0046 (EP,US) 
B60L3/0053 (EP,US) 
B60L50/60 (CN) 
B60L50/70 (CN) 
B60L50/72 (US) 
B60L53/00 (CN) 
B60L58/10 (CN,US) 
B60L58/13 (EP) 
B60L58/30 (CN,US) 
B60L58/40 (EP,US) 
B62J43/16 (EP,US) 
H01M10/052 (EP) 
H01M10/44 (EP) 
H01M10/46 (US) 
H01M10/48 (US) 
H01M16/006 (EP,US) 
H01M8/04559 (EP) 
H01M8/04902 (US) 
H01M8/0494 (EP) 
H01M2220/20 (US) 
H01M2250/20 (EP,US) 
Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP) 
Y02T90/40 (EP)";"2021-07-08";"2020-04-21";"070242580";
"326";"Energy Management System for Railway station and Hydrogen Fuel Cell Hybrid Railway Vehicle";"CHO IN HO 
LEE JUNE SEOK 
RYU JOON HYOUNG";"KRRI [KR]";"KR102113270B1";"2018-11-14";"B60L50/50";"B60L53/305 (KR) 
B60L53/60 (KR) 
B60L58/12 (KR) 
B60L58/30 (KR) 
B60L2200/26 (KR) 
B60L2240/545 (KR) 
B60L2260/54 (KR) 
B60Y2200/30 (KR) 
B60Y2200/92 (KR) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP) 
Y02T90/40 (EP)";"2020-06-02";"2020-06-02";"071090651";
"327";"Fuel battery electric power-assisted vehicle";"DENGFENG GUAN";"DENGFENG GUAN";"CN201385732Y";"2009-01-07";"B60L11/18 
B62K11/00";"Y02T10/70 (EP)";"2010-01-20";"2010-01-20";"041578259";
"328";"Intelligent charging system and method for hydrogen energy automobile";"WANG JUNJIE 
HAO YIGUO";"WUHAN GROVE HYDROGEN AUTOMOBILE CO LTD";"CN112776674A";"2020-12-30";"B60L1/00 
B60L58/40 
H04L12/40 
H04L29/08";"B60L1/00 (CN) 
B60L58/40 (CN) 
H04L12/40 (CN) 
H04L67/025 (CN) 
H04L67/12 (CN) 
H04L2012/40215 (CN) 
H04L2012/40273 (CN) 
Y02T10/70 (EP) 
Y02T90/16 (EP)";"2021-05-11";"2021-05-11";"075753294";
"329";"New energy vehicle type energy recovery control method and system and electronic equipment";"NI LI 
CHEN RENFENG 
SUN DONGBING 
QI JIANHAO 
WU TAO";"ANHUI JIANGHUAI AUTOMOBILE GROUP CORP LTD";"CN118478704A";"2024-05-29";"B60L7/10 
B60L7/18 
B60R16/023 
B60T17/18";"B60L7/10 (CN) 
B60L7/18 (CN) 
B60R16/0232 (CN) 
B60T17/18 (CN)";"2024-08-13";"2024-08-13";"092198110";
"330";"METHOD AND SYSTEM FOR CHARGING ELECTRIC VEHICLES VIA FUEL CARTRIDGE";"KINAV EMRAH [TR]";"KINAV EMRAH [TR]";"US2015343920A1";"2014-05-28";"B60L11/18 
H01M10/44 
H01M8/04";"B60L58/40 (EP,US) 
H01M16/006 (EP,US) 
H01M8/04208 (EP,US) 
H01M8/04223 (US) 
H01M8/04917 (EP,US) 
H01M8/04947 (EP,US) 
H01M2250/20 (EP,US) 
Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP,US)";"2015-12-03";"2015-12-03";"054700833";
"331";"Mobile charging pile system of plug-in combined hydrogen energy source bin and control method";"ZHAO SHIJUN 
YANG LIN 
GAO PENGFEI";"CHENGDU HUACHOU NETWORK TECH CO LTD";"CN116494809A";"2023-06-13";"B60K1/02 
B60K17/04 
B60L15/20 
B60L15/32 
B60L50/60 
B60L53/31 
B60L53/53 
B60L53/54 
B60L53/57 
B60L53/60 
B62D63/02";"B60K1/02 (CN) 
B60K17/04 (CN) 
B60L15/20 (CN) 
B60L15/32 (CN) 
B60L50/60 (CN) 
B60L53/31 (CN) 
B60L53/53 (CN) 
B60L53/54 (CN) 
B60L53/57 (CN) 
B60L53/60 (CN) 
B62D63/02 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2023-07-28";"2023-07-28";"087328566";
"332";"SMART MOBILE BATH VEHICLE";"JO GIL BONG";"SAMBU LEISURE TECH CO LTD [KR]";"KR20230160066A";"2022-05-16";"B60P3/36 
B60R15/02 
B60R16/033 
B60R16/04";"B60P3/36 (KR) 
B60R15/02 (KR) 
B60R16/033 (KR) 
B60R16/04 (KR)";"2023-11-23";"2023-11-23";"088974665";
"333";"Multi-source emergency power supply system based on electric vehicle storage array";"WANG KUAN 
LIN JUPENG 
WANG ZHENXING 
FANG HONGWEI 
HAN FENG 
CHEN JING 
SHI LEXIAN 
LI YIN";"CHINA RAILWAY CONSTR GROUP CO 
CHINA RAILWAY CONSTRUCTION CORP LTD";"CN212649184U";"2020-06-24";"A62B13/00 
B60P3/00 
F24D15/00 
F24F11/64 
F24F11/72 
F24F11/80 
H02J9/06 
H02J9/08 
F24F110/10 
F24F110/20 
F24F110/65 
F24F110/70 
F24F110/76";"";"2021-03-02";"2021-03-02";"074771133";
"334";"CHARGING APPARATUS";"SUZUKI TAKEAKI [JP] 
MIYASHITA MICHIHIRO [JP] 
ESHIMA KAZUHITO [JP] 
NATE HIROSHI [JP] 
HORITAKE SUNAO [JP]";"TOYOTA MOTOR CO LTD [JP]";"US2016167534A1";"2014-12-12";"B60L11/18 
H02J7/02";"B60L50/10 (EP,US) 
B60L58/13 (EP,US) 
B60L58/15 (EP,US) 
B60L58/20 (EP,US) 
B60L7/10 (EP,US) 
H02J7/1423 (EP,CN,US) 
B60L2240/80 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US)";"2016-06-16";"2016-06-16";"056110365";
"335";"Fuel battery and solar energy combined supply type electric vehicle";"LI JUNJIAO";"LI JUNJIAO";"CN104627002A";"2013-11-08";"B60L11/18 
B60L8/00";"Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T10/72 (EP)";"2015-05-20";"2015-05-20";"053206407";
"336";"Power distribution strategy evaluation method and device for hydrogen fuel vehicle";"TANG JING 
ZHANG XUBIN 
MA QIUXIANG 
QIN JIRONG 
WANG SHANCHAO 
XU XIAOHONG 
GUO KUI 
LIN CHANGBO 
ZHAN XIN 
FENG GAOSHAN";"DONGFENG LIUZHOU MOTOR CO LTD";"CN113240320A 
CN113240320B";"2021-05-31";"G06Q10/06 
G06Q50/06 
G06Q10/0637 
G06Q10/0639";"G06Q10/06375 (CN) 
G06Q10/0639 (CN) 
G06Q50/06 (CN)";"2021-08-10 
2023-09-29";"2021-08-10";"077135854";
"337";"Distributed power generation and energy storage system based on hydrogen fuel cell vehicle";"HUANG ZHUQING";"HUANG ZHUQING";"CN209409848U";"2018-07-23";"B60L53/66 
B60L55/00 
H02J3/32 
H02J3/38";"Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP)";"2019-09-20";"2019-09-20";"067929899";
"338";"New energy automobile and hydrogen-electricity hybrid power supply system thereof";"ZHOU KAN 
YANG HUAPING";"GEELY HOLDING GROUP CO LTD 
ZHEJIANG YIZHEN AUTOMOBILE RES DEVELOPMENT CO LTD";"CN221698482U";"2024-01-05";"B60L1/00 
B60L50/75 
B60L58/34 
B60L58/40 
H01M8/04007 
H01M8/04111 
H02J7/00 
H02M1/00";"";"2024-09-13";"2024-09-13";"092641264";
"339";"Box type cylindrical nickel-hydrogen power battery pack and its producing method";"CHEN YU [CN] 
CAI YUN [CN] 
YU DONGPING [CN]";"SHENJIAN METALLURG ELECTROMECH [CN]";"CN1280400A";"1999-07-09";"H01M10/00 
H01M10/30 
H01M10/42 
H01M2/02 
H01M10/00 
H01M10/30 
H01M10/42 
H01M2/02";"Y02E60/10 (EP)";"2001-01-17";"2001-01-17";"005274116";
"340";"Electric vehicle energy service station based on SOFC, and running control method thereof";"LI HANG 
LI WENYING 
WANG SHAORONG";"SICHUAN ENERGY INT RES INST TSINGHUA UNIV";"CN109703408A 
CN109703408B";"2018-12-12";"B60L53/57 
B60L53/66 
F17C13/02 
F17C5/04 
H02J3/38";"Y02A30/60 (EP) 
Y02E60/32 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP)";"2019-05-03 
2020-05-26";"2019-05-03";"066256217";
"341";"Very low emission hybrid electric vehicle incorporating an integrated propulsion system including a hydrogen powered internal combustion engine and a high power Ni-MH battery pack";"OVSHINSKY STANFORD R [US] 
STEMPEL ROBERT C [US]";"OVONIC BATTERY CO [US]";"US2003157045A1 
US6759034B2";"1997-01-31";"A61K7/035 
B60K6/24 
B60K6/28 
B60K6/46 
B60K6/48 
B60L50/64 
F02B43/10 
F02G1/00 
H01M10/34 
H01M10/50 
H01M2/10 
H01M2/26 
H01M4/24 
H01M4/38 
H01M4/66 
H01M4/80 
H01M10/44 
H01M2/16 
H01M4/62";"B60K1/04 (EP,US) 
B60K6/24 (EP,US) 
B60K6/28 (EP,US) 
B60K6/46 (EP,US) 
B60K6/48 (EP,US) 
B60L50/62 (EP,US) 
B60L50/64 (EP,US) 
B60W10/06 (EP,US) 
B60W10/26 (US) 
B60W20/10 (US) 
F02B43/10 (EP,US) 
F02G1/00 (EP,US) 
H01M10/345 (EP,US) 
H01M10/443 (EP,US) 
H01M10/486 (EP,US) 
H01M10/613 (EP,US) 
H01M10/625 (EP,US) 
H01M10/647 (EP,US) 
H01M10/651 (EP,US) 
H01M10/6557 (EP,US) 
H01M10/6563 (EP,US) 
H01M10/6567 (EP,US) 
H01M4/24 (EP,US) 
H01M4/242 (EP,US) 
H01M4/383 (EP,US) 
H01M4/626 (EP,US) 
H01M4/661 (EP,US) 
H01M4/667 (EP,US) 
H01M4/80 (EP,US) 
H01M4/801 (EP,US) 
H01M4/803 (EP,US) 
H01M4/805 (EP,US) 
H01M50/249 (EP,US) 
H01M50/417 (EP,US) 
H01M50/423 (EP,US) 
H01M50/536 (EP,US) 
B60K2001/005 (EP,US) 
B60W20/00 (EP) 
H01M10/44 (EP,US) 
H01M10/653 (EP,US) 
H01M4/625 (EP,US) 
H01M4/808 (EP,US) 
H01M50/209 (EP,US) 
H01M50/227 (EP,US) 
H01M50/534 (EP,US) 
Y02E60/10 (EP,US) 
Y02T10/30 (EP,US) 
Y02T10/62 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (US) 
Y02T90/40 (EP,US) 
Y10S903/903 (EP,US) 
Y10S903/905 (EP,US) 
Y10S903/907 (EP,US)";"2003-08-21 
2004-07-06";"2002-07-25";"025507829";
"342";"Automatic charge device of storage battery car";"SHUYIN YAO";"SHUYIN YAO";"CN101877490A";"2009-04-28";"H02J7/00 
H02K7/18";"Y02T10/64 (EP)";"2010-11-03";"2010-11-03";"043019978";
"343";"BATTERY SYSTEM";"TAKAHASHI KENJI 
KIKUCHI YOSHITERU";"TOYOTA MOTOR CORP";"JP2018007359A 
JP6662219B2";"2016-06-29";"H01M10/44 
H01M10/48 
H02J7/00 
H02J7/02 
H02J7/04 
H02J7/10";"Y02E60/10 (EP)";"2018-01-11 
2020-03-11";"2018-01-11";"060946645";
"344";"Charging pile electric energy distribution system and method based on hydrogen electricity";"YANG YUEPING 
MA LIJUN 
PAN JIEFENG 
QIN SANG 
LIN WENYU 
ZHANG CONG";"STATE GRID ZHEJIANG ELECTRIC POWER CO LTD NINGBO POWER SUPPLY CO";"CN115224745A";"2022-06-29";"H02J15/00 
H02J3/32 
H02J3/38 
H02J3/46";"H02J15/008 (CN) 
H02J3/32 (CN) 
H02J3/322 (CN) 
H02J3/38 (CN) 
H02J3/466 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2022-10-21";"2022-10-21";"083609103";
"345";"System and method for charging a battery";"KONRAD GERHARD [DE] 
NIEHUES MICHAEL [DE] 
SPIER BERND [DE]";"DAIMLER CHRYSLER AG [DE]";"US2003193311A1";"2002-04-13";"H02J7/00 
B60L11/18 
H02J7/14 
H02J7/34";"B60L58/40 (EP,US) 
H02J7/1438 (EP,US) 
H02J7/34 (EP,US) 
B60L2200/26 (EP,US) 
H02J2300/30 (EP,US) 
Y02T10/70 (EP) 
Y02T90/40 (US)";"2003-10-16";"2003-10-16";"028685008";
"346";"Hydrogen fuel cell power supply system and hydrogen fuel vehicle thereof";"LI LONGQIANG 
LI JIAN 
SONG ZHIPING 
LIU HAIBAO 
LI YOUMING";"HENAN DERRY NEW ENERGY AUTOMOBILE CO LTD";"CN113787921A";"2021-09-09";"B60L50/75 
B60L8/00 
H02J7/35";"B60L50/75 (CN) 
B60L8/003 (CN) 
H02J7/35 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2021-12-14";"2021-12-14";"078879798";
"347";"Design method for balancing dynamic performance and endurance mileage of hybrid energy electric vehicle";"ZHAO XIN";"ZHAO XIN";"CN118991557A";"2024-08-15";"B60L58/12 
B60L58/24 
B60L58/40";"B60L58/12 (CN) 
B60L58/24 (CN) 
B60L58/40 (CN) 
B60L2260/52 (CN) 
Y02T10/70 (EP)";"2024-11-22";"2024-11-22";"093493841";
"348";"Electric car metro area charge management system";"XIANG HUA";"GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD";"CN105539184A";"2015-12-23";"B60L11/18 
H01M8/0612 
H02J7/00";"B60L53/54 (CN) 
B60L58/21 (CN) 
H01M8/0618 (CN) 
H02J7/0027 (CN) 
B60L2240/72 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2016-05-04";"2016-05-04";"055818902";
"349";"Improved cyclic system for charging electric vehicle";"SHUWEN LI";"SHUWEN LI";"CN101841178A";"2010-04-23";"H02J7/00";"";"2010-09-22";"2010-09-22";"042744380";
"350";"Multifunctional mobile charging car and charging method";"SI HONGLEI 
LIN DAOYONG 
LI QINGHAI";"JIANGSU FGY ENERGY STORAGE RES INST CO LTD";"CN104319848A";"2014-11-06";"H01M10/44 
H02J7/00 
H02J7/35 
H02S10/10 
H02S10/40";"B60P3/00 (CN) 
H02J7/35 (CN) 
Y02E10/50 (EP)";"2015-01-28";"2015-01-28";"052375047";
"351";"Layered energy management method for hydrogen fuel cell hybrid electric vehicle based on interior point method";"GAO AIYUN 
LIU JINPENG 
FU ZHUMU 
TAO FAZHAN 
WANG ZIQING 
CHEN QIHONG 
SONG SHUZHONG 
ZHANG DONGKAI 
JIAO LONGYIN 
ZHANG PING";"UNIV HENAN SCIENCE & TECH";"CN115009049A";"2022-06-28";"B60L50/40 
B60L50/75 
G06F30/15 
G06F30/27 
G06N5/04 
G06Q10/04 
G06Q10/06 
G06Q50/30";"B60L50/40 (CN) 
B60L50/75 (CN) 
G06F30/15 (CN) 
G06F30/27 (CN) 
G06N5/048 (CN) 
G06Q10/04 (CN) 
G06Q10/0639 (CN) 
G06Q50/40 (CN) 
G06F2111/04 (CN) 
G06F2119/06 (CN) 
Y02T90/40 (EP)";"2022-09-06";"2022-09-06";"083078079";
"352";"Hydrogen-electricity hybrid power system, vehicle and hydrogen-electricity hybrid power control method";"WU NAIPENG 
ZHANG QIANG 
LIU ZIMING 
HARA MUNETERU 
WANG SHUAI 
GUO CHAO 
LIU CHAO";"CHINA FAW GROUP CORP";"CN118617982A";"2024-06-17";"B60K6/24 
B60K6/26 
B60W10/06 
B60W10/08 
B60W20/00";"B60K6/24 (CN) 
B60K6/26 (CN) 
B60W10/06 (CN) 
B60W10/08 (CN) 
B60W20/00 (CN)";"2024-09-10";"2024-09-10";"092602873";
"353";"Environmental protection hydrogen and electricity power vehicle";"BOHUA MIU [CN]";"BOHUA MIU [CN]";"CN201040493Y";"2007-06-01";"B60L11/18";"Y02T10/70 (EP)";"2008-03-26";"2008-03-26";"039252202";
