,No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,Applicant Type,Primary_CPC,Country,Publication Year,Patent Age,Assigned Cost,patent cost,Patent Value,Market Rate,Mean Value
277,280,High power density regenerative fuelcell for peak power.,BIANCHI GIUSEPPE [IT],"['SERE SRL [IT] ', 'DE NORA SPA [IT]']","EP0406831A1 
EP0406831B1",1970,"H01M16/00 
H01M8/18 
H01M16/00 
H01M8/02 
H01M8/04 
H01M8/10 
H01M8/18","['B60L50/51 (EP,US) ', 'B60L50/64 (EP,US) ', 'B60L58/26 (EP,US) ', 'B60L58/33 (EP,US) ', 'B60L58/40 (EP,US) ', 'H01M16/003 (EP,US) ', 'H01M8/186 (EP,US) ', 'B60L2200/36 (EP,US) ', 'B60L2200/42 (EP,US) ', 'H01M2300/0082 (EP,US) ', 'Y02E60/50 (EP,US) ', 'Y02P90/60 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T90/40 (EP,US)']","1991-01-09 
1996-12-27",1991-01-06,11176682,,1991-01-09,1996-12-27,EP0406831A1,EP0406831B1,EP,EP,1991,1989,IT,Individual Inventor,"B60L50/51 (EP,US)",EP,,55,,,,15654.929577464789,15654.929577464789
278,281,Electric automobile high power capacity ni -mh subassembly battery,"CHEN WENHONG 
CHEN WENMING 
CHEN DUANDIAN 
LI PEIKUN",['QUANZHOU JINTION ELECTRONICS CO LTD'],CN205864029U,1970,"B60L11/18 
H01M10/42 
H02J7/04","['Y02E60/10 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/16 (EP)']",2017-01-04,2017-01-04,57647494,,2017-01-04,,CN205864029U,,CN,,2017,2016,,Company - Limited,Y02E60/10 (EP),CN,2017.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
279,282,Remove self -service charging device of storage battery car,SHA DEFU,['CHEJIXIU CAR TECH CO LTD'],CN206640363U,1970,"B60P3/00 
H02J7/00 
H02J7/35 
H02J9/04 
H02S40/36","['Y02B90/10 (EP) ', 'Y02E10/50 (EP)']",2017-11-14,2017-11-14,60245444,,2017-11-14,,CN206640363U,,CN,,2017,2017,,Company - Limited,Y02B90/10 (EP),CN,2017.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
280,283,SYSTEM AND METHOD FOR EXTENDING A RANGE OF AN ELECTRIC VEHICLE,"SINGHAL AKSHAY VIVEK [IN] 
SHARMA ANSHUL KUMAR [IN] 
JAIN ANUJ [IN] 
RAINA ANKUSH [IN] 
CHARAYA HEMANT [IN]",['LOG 9 MATERIALS SCIENT PRIVATE LIMITED [IN]'],US2022153139A1,1970,"B60L1/00 
B60W30/18 
H01M10/42 
H01M10/48","['B60L1/003 (EP,KR) ', 'B60L1/02 (EP,KR) ', 'B60L1/20 (US) ', 'B60L58/13 (EP) ', 'B60L58/20 (EP) ', 'B60L58/26 (EP,KR) ', 'B60L58/27 (EP,KR) ', 'B60L7/10 (EP) ', 'B60W30/18127 (US) ', 'H01M10/4214 (EP,KR,US) ', 'H01M10/4242 (US) ', 'H01M10/482 (EP,KR,US) ', 'H01M10/484 (US) ', 'H01M10/625 (EP,KR) ', 'H01M10/6568 (EP,KR) ', 'H01M12/06 (EP,KR) ', 'H01M12/065 (KR) ', 'H01M16/00 (EP,KR) ', 'H01M4/625 (EP,KR) ', 'H01M50/77 (EP,KR) ', 'H02J7/0048 (EP,KR) ', 'H02J7/342 (EP,KR) ', 'B60Y2200/91 (KR) ', 'H01M12/065 (EP) ', 'H01M2220/20 (EP,KR) ', 'H02J2310/48 (EP,KR) ', 'Y02E60/10 (EP,KR) ', 'Y02T10/70 (EP,KR) ', 'Y02T90/40 (EP)']",2022-05-19,2020-06-18,71076838,,2022-05-19,,US2022153139A1,,US,,2022,2018,IN,Material Science/Nanotechnology Company,"B60L1/003 (EP,KR)",US,2022.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
281,284,Electric car with solar charging function,ZHANG YIJUN,['ANHUI LUJIYA VEHICLE INDUSTRY SCIENCE & TECHNOLOGY CO LTD'],CN204452069U,1970,"B60L8/00 
H02J7/00","['Y02T10/7072 (EP) ', 'Y02T10/72 (EP)']",2015-07-08,2015-07-08,53659000,,2015-07-08,,CN204452069U,,CN,,2015,2014,,Company - Limited,Y02T10/7072 (EP),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
282,285,Electric vehicle driving system and electric vehicle,ROLAND GONBO,['AIWAYS AUTO CO LTD'],CN208827571U,1970,"B60K1/02 
B60K1/04 
B60L50/60 
B60L50/70","['Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2019-05-07,2019-05-07,66317018,,2019-05-07,,CN208827571U,,CN,,2019,2018,,Company - Limited,Y02T10/70 (EP),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
283,286,HYBRID POWER SUPPLY SYSTEM FOR EXTENDING DRIVING DISTANCE OF ELECTRIC VEHICLE,"KIM HYUNG MAN [KR] 
CHOI KAP SEUNG [KR] 
LEE BONG HWAN [KR]",['UNIV INJE IND ACAD COOPERATION [KR]'],"KR101290712B1 
KR20130010265A",1970,B60L11/18,"['B60L50/72 (KR) ', 'B60L58/30 (KR) ', 'H01M8/04298 (KR) ', 'B60Y2200/91 (KR) ', 'B60Y2400/202 (KR) ', 'H01M2250/20 (KR) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP)']","2013-01-28 
2013-07-29",2013-01-28,47839546,,2013-01-28,2013-07-29,KR101290712B1,KR20130010265A,KR,KR,2013,2011,KR,Company - General,B60L50/72 (KR),KR,,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
284,287,"Nonaqueous electrolyte battery, battery pack, electronic device, and electric vehicle","ODANI TORU 
KUBOTA TADAHIKO",['SONY CORP'],"CN102820483A 
CN102820483B",1970,"H01M10/05 
H01M10/0525 
H01M10/0567 
H01M10/0568 
H01M50/417 
H01M50/434 
H01M50/451","['H01M10/05 (CN) ', 'H01M10/052 (EP,US) ', 'H01M10/0525 (CN) ', 'H01M10/0567 (EP,CN,US) ', 'H01M10/0568 (EP,CN,US) ', 'H01M4/134 (EP,CN,US) ', 'H01M50/417 (EP,CN,US) ', 'H01M50/434 (EP,CN,US) ', 'H01M50/451 (EP,CN,US) ', 'H01M2220/20 (CN) ', 'Y02E60/10 (EP,US) ', 'Y02P70/50 (EP) ', 'Y02T10/70 (US)']","2012-12-12 
2017-06-09",2012-12-12,47293839,,2012-12-12,2017-06-09,CN102820483A,CN102820483B,CN,CN,2012,2011,,Company - General,H01M10/05 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
285,288,Charging circulating system of electric car,SHUWEN LI,['SHUWEN LI'],CN101837741A,1970,"B60L11/00 
B60L11/18",['Y02T10/70 (EP)'],2010-09-22,2010-09-22,42741492,,2010-09-22,,CN101837741A,,CN,,2010,2010,,Individual Inventor,Y02T10/70 (EP),CN,2010.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
286,289,HYDROGEN GAS DISPENSING SYSTEMS AND METHODS,"O'BRIEN CHRISTOPHER JOHN [US] 
POLLICA DARRYL EDWARD [US] 
RAO PRABHU K [US]",['IVYS INC [US]'],"US11196062B2 
US2019363382A1",1970,"C01B3/04 
C01B3/50 
F17C13/02 
F17C5/00 
F17C5/06 
F17C7/00 
H01M8/04082 
H01M8/04089 
H01M8/04664 
H01M8/0432 
H01M8/0438 
H01M8/0444 
H01M8/0656","['C01B3/042 (US) ', 'C01B3/50 (EP,KR,US) ', 'F17C13/025 (EP,KR,US) ', 'F17C13/026 (EP,US) ', 'F17C5/007 (EP,KR,US) ', 'F17C5/06 (EP,KR,US) ', 'F17C7/00 (KR,US) ', 'H01M8/04089 (EP,KR,US) ', 'H01M8/04201 (EP,KR,US) ', 'H01M8/04373 (KR) ', 'H01M8/04425 (KR) ', 'H01M8/0444 (KR) ', 'H01M8/04686 (EP,KR,US) ', 'H01M8/0656 (KR) ', 'C01B2203/0465 (EP,US) ', 'C01B2203/0495 (EP,US) ', 'F17C2205/0111 (EP,US) ', 'F17C2205/0176 (EP,KR,US) ', 'F17C2221/012 (EP,KR,US) ', 'F17C2223/0123 (EP,KR,US) ', 'F17C2223/033 (EP,KR,US) ', 'F17C2225/0123 (EP,KR,US) ', 'F17C2225/036 (EP,KR,US) ', 'F17C2227/0157 (EP,KR,US) ', 'F17C2227/0164 (EP,US) ', 'F17C2227/043 (EP,KR,US) ', 'F17C2250/01 (EP,US) ', 'F17C2250/032 (EP,KR,US) ', 'F17C2250/043 (EP,KR,US) ', 'F17C2250/0439 (EP,US) ', 'F17C2250/0452 (EP,KR,US) ', 'F17C2250/0626 (EP,KR,US) ', 'F17C2265/065 (EP,KR,US) ', 'F17C2270/0139 (EP,KR,US) ', 'F17C2270/0184 (EP,KR,US) ', 'F17C2270/0763 (KR,US) ', 'H01M2250/20 (EP,KR,US) ', 'H01M2250/40 (KR,US) ', 'H01M8/04373 (EP,US) ', 'H01M8/04425 (EP,US) ', 'H01M8/0444 (EP,US) ', 'H01M8/0656 (EP,US) ', 'Y02E60/32 (EP) ', 'Y02E60/36 (EP,KR) ', 'Y02E60/50 (EP,KR) ', 'Y02T10/70 (EP,KR) ', 'Y02T10/7072 (EP,KR) ', 'Y02T90/12 (EP,KR) ', 'Y02T90/40 (EP,KR,US)']","2019-11-28 
2021-12-07",2018-07-19,62841541,,2019-11-28,2021-12-07,US11196062B2,US2019363382A1,US,US,2019,2017,US,Company - Incorporated/Corporation,C01B3/042 (US),US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
287,290,fire prevention and extinguishing apparatus for electric vehicle,CHUNG DAE WON [KR],['CHUNG DAE WON [KR]'],KR102507576B1,1970,"A62C3/07 
A62C3/16 
A62C35/68 
A62C37/38 
H01M10/42 
H01M10/48 
H01M10/613 
H01M10/625 
H01M10/6568 
H01M50/627 
H01M50/673",['Y02E60/10 (EP)'],2023-03-10,2023-03-10,85570487,,2023-03-10,,KR102507576B1,,KR,,2023,2022,KR,Individual Inventor,Y02E60/10 (EP),KR,2023.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
288,291,FUTURISTIC ELECTRIC VEHICLE,SONNO KAZUO,['TARUNO KAZUO'],JP2011105307A,1970,"B60Q1/24 
B60Q1/52 
B60Q3/74 
B60R1/00 
F21S10/06",,2011-06-02,2011-06-02,44229281,,2011-06-02,,JP2011105307A,,JP,,2011,2011,,Individual Inventor,,JP,2011.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
289,292,Power supply trailer,WEI WEI,['WEI WEI'],CN109927571A,1970,"B60L53/18 
B60L53/30 
B62D63/06","['Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/16 (EP)']",2019-06-25,2019-06-25,66988697,,2019-06-25,,CN109927571A,,CN,,2019,2019,,Individual Inventor,Y02T10/70 (EP),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
290,293,CHARGING DEVICE FOR ELECTRIC VEHICLE AND CONTROL METHOD THEREOF,"MIURA TETSUYA 
YOKOTA JUNICHI","['TOYOTA MOTOR CORP ', 'AISIN AW CO']",JP2009065808A,1970,"B60L11/18 
B60L9/18 
H01M10/44 
H02J7/00 
H02J7/10 
H02P6/24","['Y02E60/10 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/72 (EP)']",2009-03-26,2009-03-26,40559871,,2009-03-26,,JP2009065808A,,JP,,2009,2007,,Company - General,Y02E60/10 (EP),JP,2009.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
291,294,Miniature EV Battery Charger and Range Extender,BAILEY KENNETH STEPHEN [US],['BAILEY KENNETH STEPHEN [US]'],US2023331108A1,1970,"B60L53/54 
B60L53/57 
H02J7/00","['B60L50/71 (EP) ', 'B60L50/75 (EP) ', 'B60L53/54 (US) ', 'B60L53/57 (US) ', 'H02J7/0042 (EP,US) ', 'B60S5/02 (US) ', 'H02J15/008 (EP,US)']",2023-10-19,2023-10-19,88308920,,2023-10-19,,US2023331108A1,,US,,2023,2022,US,Individual Inventor,B60L50/71 (EP),US,2023.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
292,295,Hydrogen-electric hybrid vehicle construction,KEJHA JOSEPH B [US],['ELECTRION INC [US]'],US7036616B1,1970,"B60K6/52 
B60K7/00","['B60K6/442 (EP,US) ', 'B60K6/52 (EP,US) ', 'B60K7/0007 (EP,US) ', 'B60L50/16 (EP,US) ', 'B60L50/61 (EP,US) ', 'B60L50/62 (EP,US) ', 'B60L50/66 (EP,US) ', 'B62D23/005 (EP,US) ', 'B62D29/008 (EP,US) ', 'B62D31/003 (EP,US) ', 'B60K1/02 (EP,US) ', 'B60K17/043 (EP,US) ', 'B60K2007/0046 (EP,US) ', 'B60K2007/0092 (EP,US) ', 'B60L2220/46 (EP,US) ', 'B60L2260/28 (EP,US) ', 'Y02T10/62 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y10S903/908 (EP,US)']",2006-05-02,2006-05-02,34988438,,2006-05-02,,US7036616B1,,US,,2006,1995,US,Company - Incorporated/Corporation,"B60K6/442 (EP,US)",US,2006.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
293,296,Technology for monitoring power battery by utilizing big data,"YANG TAO 
HE RUOXU 
XIE CHANGHUAI 
WEI ZHEN 
ZHU HONGSHENG",['ZHEJIANG WANMA NEW ENERGY CO LTD'],CN110518300A,1970,"H01M10/42 
H01M10/48 
H04L29/08","['H01M10/425 (CN) ', 'H01M10/4285 (CN) ', 'H01M10/482 (CN) ', 'H04L67/12 (CN) ', 'H04L67/52 (CN) ', 'H01M2010/4271 (CN) ', 'Y02E60/10 (EP)']",2019-11-29,2019-11-29,68627144,,2019-11-29,,CN110518300A,,CN,,2019,2019,,Company - Limited,H01M10/425 (CN),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
294,297,Emergency charging equipment for electric car,"YU MIN 
SUN LIXIN 
ZHANG CHUNXIA 
DING CHENYANG 
GUO YANYU",['UNIV SHAANXI SCIENCE & TECH'],CN110667413A,1970,"B60L53/00 
B60L53/14","['B60L53/00 (CN) ', 'B60L53/14 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/14 (EP)']",2020-01-10,2020-01-10,69080068,,2020-01-10,,CN110667413A,,CN,,2020,2019,,Technology Company,B60L53/00 (CN),CN,2020.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
295,298,Electric vehicle charging system using drone,"HONG SEONG HO 
CHOI HO JIN",['HOGREENAIR CO LTD [KR]'],KR20240080237A,1970,"B60L50/70 
B60L53/10 
B60L53/54 
B60L53/57 
B64C39/02 
B64D41/00 
B64U10/14 
B64U50/32 
B64U101/10","['B60L50/70 (KR) ', 'B60L53/10 (KR) ', 'B60L53/54 (KR) ', 'B60L53/57 (KR) ', 'B60L53/60 (KR) ', 'B64C39/024 (KR) ', 'B64U10/14 (KR) ', 'B64U50/32 (KR) ', 'B60L2200/10 (KR) ', 'B64D2041/005 (KR) ', 'B64U2101/10 (KR) ', 'Y02T90/12 (KR)']",2024-06-07,2024-06-07,91480160,,2024-06-07,,KR20240080237A,,KR,,2024,2022,KR,Company - Limited,B60L50/70 (KR),KR,2024.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
296,299,FUEL CELL POWER GENERATION SYSTEM AND CONTROL METHOD THEREOF,KIM TAE WOO [KR],"['HYUNDAI MOTOR CO LTD [KR] ', 'KIA CORP [KR]']",US2023063049A1,1970,"H01M16/00 
H01M8/04858 
H02J7/00","['H01M10/44 (EP) ', 'H01M16/006 (EP,US) ', 'H01M8/0488 (EP,US) ', 'H01M8/0491 (EP,US) ', 'H01M8/04947 (EP,US) ', 'H02J4/00 (EP) ', 'H02J7/0048 (US) ', 'H02J7/0068 (US) ', 'H02J7/007 (US) ', 'H02J7/34 (EP) ', 'H01M2220/20 (EP,US) ', 'H01M2250/20 (EP,US) ', 'H02J2207/20 (US) ', 'H02J2300/30 (EP,US) ', 'H02J2310/48 (EP) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP)']",2023-03-02,2023-03-02,85286502,,2023-03-02,,US2023063049A1,,US,,2023,2021,KR,Company - Limited,H01M10/44 (EP),US,2023.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
297,300,"VEHICLE, DELIVERY SYSTEM, SERVER, AND PROGRAM FOR DELIVERY SYSTEM","IKEGAYA KOJI [JP] 
ITO MASAHIRO [JP]",['YAZAKI CORP [JP]'],US2023019029A1,1970,"B60L53/54 
B60L53/66 
B60L53/68 
G06Q10/06 
G06Q10/08","['B60K15/03006 (CN) ', 'B60L53/00 (CN) ', 'B60L53/10 (CN) ', 'B60L53/30 (CN) ', 'B60L53/54 (EP,CN,US) ', 'B60L53/665 (EP,US) ', 'B60L53/68 (EP,US) ', 'B60P3/00 (CN) ', 'F17C5/00 (EP) ', 'G06Q10/02 (CN) ', 'G06Q10/0631 (EP,US) ', 'G06Q10/08 (EP,US) ', 'G06Q10/0832 (CN) ', 'H01M8/04201 (CN) ', 'H01M8/22 (CN) ', 'F17C2201/056 (EP) ', 'F17C2201/058 (EP) ', 'F17C2221/012 (EP,US) ', 'F17C2223/0161 (EP) ', 'F17C2223/033 (EP) ', 'F17C2250/032 (EP) ', 'F17C2250/034 (EP) ', 'F17C2265/066 (EP) ', 'F17C2270/0139 (EP,US) ', 'F17C2270/0171 (EP) ', 'F17C7/02 (US) ', 'Y02T10/70 (EP)']",2023-01-19,2023-01-17,84546900,,2023-01-19,,US2023019029A1,,US,,2023,2021,JP,Company - General,B60K15/03006 (CN),US,2023.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
298,301,Electric car metro area charge management system,XIANG HUA,['GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD'],CN105539184A,1970,"B60L11/18 
H01M8/0612 
H02J7/00","['B60L53/54 (CN) ', 'B60L58/21 (CN) ', 'H01M8/0618 (CN) ', 'H02J7/0027 (CN) ', 'B60L2240/72 (CN) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2016-05-04,2016-05-04,55818902,,2016-05-04,,CN105539184A,,CN,,2016,2015,,Company - Limited,B60L53/54 (CN),CN,2016.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
299,302,Very low emission hybrid electric vehicle incorporating an integrated propulsion system including a fuel cell and a high power nickel metal hydride battery pack,"OVSHINSKY STANFORD R [US] 
STEMPEL ROBERT C [US]",['OVONIC BATTERY CO [US]'],"US2003129459A1 
US7226675B2",1970,"B60L11/18 
H01M10/46 
H01M10/50 
H01M16/00 
H01M2/16 
H01M4/58 
H01M4/90 
B60L11/18 
C01B13/02 
C01B3/00 
C01B6/24 
C22C14/00 
C22C19/00 
H01M10/46 
H01M10/50 
H01M16/00 
H01M2/16 
H01M4/58 
H01M4/86 
H01M4/88 
H01M4/90 
H01M8/02 
H01M8/04 
H01M8/06 
H01M8/08 
H01M8/18 
H01M12/00","['B60L50/72 (EP,US) ', 'C01B13/02 (EP,US) ', 'C01B3/0031 (EP,US) ', 'H01M4/86 (EP,US) ', 'H01M4/8615 (EP,US) ', 'H01M4/90 (EP,US) ', 'H01M4/9041 (EP,US) ', 'H01M8/0267 (US) ', 'H01M8/04225 (EP,US) ', 'H01M8/04291 (EP,US) ', 'H01M8/065 (EP,US) ', 'H01M8/08 (EP,US) ', 'H01M8/184 (EP,US) ', 'H01M8/186 (EP,US) ', 'H01M2004/8684 (EP,US) ', 'H01M2004/8689 (EP,US) ', 'H01M8/0668 (EP,US) ', 'H01M8/083 (EP,US) ', 'Y02E60/32 (EP,US) ', 'Y02E60/50 (EP,US) ', 'Y02T10/70 (US) ', 'Y02T90/40 (EP,US) ', 'Y10S420/90 (EP,US)']","2003-07-10 
2007-06-05",2002-04-18,24761550,,2003-07-10,2007-06-05,US2003129459A1,US7226675B2,US,US,2003,2000,US,Company - General,"B60L50/72 (EP,US)",US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
300,303,Multifunctional comprehensive energy system of hydrogen fuel cell,"GUO LEI 
ZHAO TING 
LU YING 
LI SUXUAN 
LI HUISHOU 
ZHAO QUNPO 
SUN FULONG 
BAO ZHIGANG",['HYDROGEN POWER ENERGY TECH SHANGHAI CO LTD'],CN220865257U,1970,"B60L53/51 
B60L53/53 
B60L53/54 
H02J3/38 
H02J7/00 
H02J7/34 
H02J7/35",,2024-04-30,2024-04-30,90813500,,2024-04-30,,CN220865257U,,CN,,2024,2023,,Company - Limited,,CN,2024.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
301,304,"Battery management system, hybrid power system and hybrid electric vehicle","WU CHAO 
CHUAN LIFENG 
LIU WEILONG 
REN JI",['SHANDONG AEROSPACE WEINENG TECH CO LTD'],CN217124601U,1970,"B60L50/75 
B60L58/40",,2022-08-05,2022-08-05,82649732,,2022-08-05,,CN217124601U,,CN,,2022,2022,,Company - Limited,,CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
302,305,Electric scooter with on-board charging system,"HUGHES PETER S [US] 
BALDWIN JAMES DANIEL [US]",['VECTRIX CORP [US]'],US6326765B1,1970,"H01M10/46 
B60L11/18 
B60L50/15 
B62J11/00 
B62J9/00 
B62J99/00 
B62M23/02 
B62M7/00 
H01M10/46 
H01M8/00 
H02J7/00","['B60L15/007 (EP,US) ', 'B60L50/50 (KR) ', 'B60L50/53 (EP,US) ', 'B60L50/64 (EP,US) ', 'B60L50/66 (EP,US) ', 'B60L53/11 (EP,US) ', 'B60L53/14 (EP,US) ', 'B60L58/33 (EP,US) ', 'B60L58/40 (EP,US) ', 'B62M7/12 (EP,US) ', 'B60L2200/12 (EP,US) ', 'B62K2202/00 (EP,US) ', 'B62K2204/00 (EP,US) ', 'H01M2250/00 (EP,US) ', 'H01M2250/20 (EP,US) ', 'H01M2250/402 (EP,US) ', 'H01M2250/407 (EP,US) ', 'Y02B90/10 (EP,US) ', 'Y02E60/50 (EP,US) ', 'Y02T10/64 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y02T90/12 (US) ', 'Y02T90/14 (EP,US) ', 'Y02T90/40 (EP,US)']",2001-12-04,2001-12-04,24726791,,2001-12-04,,US6326765B1,,US,,2001,2000,US,Company - General,"B60L15/007 (EP,US)",US,2001.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
303,306,Hybrid electric vehicle energy management method based on driving behavior intention,"TAO FAZHAN 
GE ZEKUN 
FU ZHUMU 
LI MENGYANG 
WU YANG 
CHEN QIHONG 
ZHANG ZHONGCAI 
JIAO LONGYIN 
ZHANG DONGKAI 
SI PENGJU",['UNIV HENAN SCIENCE & TECH'],CN115056657A,1970,"B60L50/40 
B60L50/75 
G06K9/62 
G06N3/08","['B60L50/40 (CN) ', 'B60L50/75 (CN) ', 'G06N3/08 (CN)']",2022-09-16,2022-09-16,83203078,,2022-09-16,,CN115056657A,,CN,,2022,2022,,Technology Company,B60L50/40 (CN),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
304,307,SOC estimation method of battery of electric vehicle,"QINGYONG DENG 
BIN DUAN 
YUNQIANG TAN 
ZHETAO LI 
YAN ZHANG 
LIGANG LIU",['UNIV XIANGTAN'],CN101964018A,1970,G06F19/00,,2011-02-02,2011-02-02,43516889,,2011-02-02,,CN101964018A,,CN,,2011,2010,,University/Research Institution,,CN,2011.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
305,308,VEHICLE AND METHOD OF RECHARGING BATTERY THEREIN,PARK HYUN SOO [KR],['HYUNDAI MOTOR CO LTD [KR]'],"KR101910918B1 
KR20170068004A",1970,"B60L11/18 
H01M10/42","['B60L3/0046 (EP,US) ', 'B60L53/00 (CN) ', 'B60L53/14 (EP,US) ', 'B60L53/60 (US) ', 'B60L53/66 (EP,US) ', 'B60L58/10 (CN) ', 'B60L58/14 (EP,US) ', 'H02J7/00306 (EP,CN,US) ', 'H02J7/0031 (CN) ', 'H02J7/0036 (EP,US) ', 'B60L2240/549 (EP,US) ', 'H02J2310/48 (EP,CN,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y02T90/12 (EP,US) ', 'Y02T90/14 (EP,US) ', 'Y02T90/16 (EP,US)']","2017-06-19 
2018-10-23",2017-06-14,58773668,,2017-06-19,2018-10-23,KR101910918B1,KR20170068004A,KR,KR,2017,2015,KR,Company - Limited,"B60L3/0046 (EP,US)",KR,,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
306,309,Method for controlling battery charging by gas sensor,"XIA BAOJIA LOU [CN] 
BAOJIA XIA [CN] 
YUYUAN LOU [CN] 
NAIXIN XU [CN]","['SHANGHAI INST MICROSYS & INF [CN] ', 'SHANGHAI WANHONG POWER & ENERG [CN]']","CN100533843C 
CN1832246A",1970,"H01M10/44 
H01M10/48",['Y02E60/10 (EP)'],"2006-09-13 
2009-08-26",2006-09-13,36994324,,2006-09-13,2009-08-26,CN100533843C,CN1832246A,CN,CN,2006,2005,CN,Energy Company,Y02E60/10 (EP),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
307,310,HYBRID ELECTRIC VEHICLE,YAGI YOICHI,['NISSAN MOTOR'],"JP3334587B2 
JPH11178116A",1970,"B60L11/18 
H01M8/00 
H01M8/04 
B60K6/02 
B60K6/20 
B60L11/18 
B60W10/28 
B60W10/30 
B60W20/00 
H01M8/00 
H01M8/04","['Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP)']","1999-07-02 
2002-10-15",1999-07-02,18479899,,1999-07-02,2002-10-15,JP3334587B2,JPH11178116A,JP,JP,1999,1997,,Automotive Manufacturer,Y02E60/50 (EP),JP,,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
308,311,Electric vehicle with two energy supply module sets,"ZHANG BO 
LIN DAOSONG","['SHANGYU ANKA TRAILER PARTS CO LTD ', 'LIN DAOSONG']",CN204279128U,1970,"B60L11/18 
B60S5/06",['Y02T10/70 (EP)'],2015-04-22,2015-04-22,52862317,,2015-04-22,,CN204279128U,,CN,,2015,2014,,Company - Limited,Y02T10/70 (EP),CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
309,312,Electric vehicle power system based on multi-stack fuel cells,"YIN GUODONG 
NIU JUNYAN 
ZHUANG WEICHAO 
XU LIWEI",['UNIV SOUTHEAST'],"CN113386632A 
CN113386632B",1970,"B60L50/75 
B60L58/33 
B60L58/40","['B60L50/75 (CN) ', 'B60L58/33 (CN) ', 'B60L58/40 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/40 (EP)']","2021-09-14 
2024-03-22",2021-09-14,77622263,,2021-09-14,2024-03-22,CN113386632A,CN113386632B,CN,CN,2021,2021,,University/Research Institution,B60L50/75 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
