No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,family_jurisdictions,family_members
322,"CELLULE D'ÉLECTROLYTE SOLIDE QUI CONTIENT DU SULFURE, BLOC DE BATTERIE QUI COMPREND LA CELLULE, SYSTÈME DE VÉHICULE QUI COMPREND LE BLOC DE BATTERIE, ET PROCÉDÉ POUR DÉTECTER DU SULFURE D'HYDROGÈNE","KAWAOKA HIROKAZU [JP] 
NAGASE HIROSHI [JP]","TOYOTA MOTOR CO LTD [JP] 
KAWAOKA HIROKAZU [JP] 
NAGASE HIROSHI [JP]",WO2011074097A1,2009-12-17,"['H01M10/0562', 'H01M10/058', 'H01M50/528', 'H01M50/574', 'H01M50/55', 'H01M50/552']","['H01M10/052 (EP,US)', 'H01M10/0562 (EP,US)', 'H01M10/44 (EP,US)', 'H01M10/48 (EP,US)', 'H01M4/364 (EP,US)', 'H01M4/38 (EP,US)', 'H01M4/525 (EP,US)', 'H01M50/24 (EP,US)', 'H01M50/574 (EP,US)', 'H01M50/55 (EP,US)', 'H01M50/552 (EP,US)', 'Y02E60/10 (EP,US)', 'Y02P70/50 (EP)']",2011-06-23,2011-06-23,44166892,2011-06-23,,WO2011074097A1,,WO,,2011,2009,JP,"['CN', 'JP', 'US', 'WO']","['CN102656721A', 'CN102656721B', 'JP5459319B2', 'JPWO2011074097A1', 'US2012286793A1', 'US8917095B2', 'WO2011074097A1']"
323,Intelligent fuel positioning and monitoring system of hydrogen vehicle,"ZHAO CHENGWANG 
CHENG XIAOCUI 
FANG XIAOMING 
WANG LIANGLIANG 
BAO XIANJUN",WUHU GUOQING WNERGY CO LTD,CN204184329U,2014-10-31,['B60S5/00'],['unkown)'],2015-03-04,2015-03-04,52616351,2015-03-04,,CN204184329U,,CN,,2015,2014,,['CN'],['CN204184329U']
324,SUPPLY STATION,"KIMURA KIYOSHI 
TAKESHIMA AYUMI",TATSUNO CORP,"JP2024088907A 
JP7643444B2",2022-12-21,"['H02J7/00', 'B60L53/53', 'B60L53/54', 'B60L53/57', 'F17C5/06']",['unkown)'],"2024-07-03 
2025-03-11",2024-07-03,91690493,2024-07-03,2025-03-11,JP2024088907A,"
JP7643444B2",JP,"
",2024,2022,,['JP'],"['JP2024088907A', 'JP7643444B2']"
325,"PROCÉDÉ ET SYSTÈME D'ALIMENTATION ÉLECTRIQUE POUR EMPILEMENT DE PILES À HYDROGÈNE, CYCLOMOTEUR À ÉNERGIE HYDROGÈNE, ET PROCÉDÉ ET SYSTÈME DE TRANSMISSION ASSOCIÉS","LU MINMIN [CN] 
QIAN CHENG [CN] 
ZE WEIJIE [CN] 
MA QIAN [CN]",YOUON TECH CO LTD [CN],WO2021136061A1,2019-12-31,"['B60L50/60', 'B60L50/70', 'B60L53/00', 'B60L58/10', 'B60L58/30']","['B60L3/0046 (EP,US)', 'B60L3/0053 (EP,US)', 'B60L50/60 (CN)', 'B60L50/70 (CN)', 'B60L50/72 (US)', 'B60L53/00 (CN)', 'B60L58/10 (CN,US)', 'B60L58/13 (EP)', 'B60L58/30 (CN,US)', 'B60L58/40 (EP,US)', 'B62J43/16 (EP,US)', 'H01M10/052 (EP)', 'H01M10/44 (EP)', 'H01M10/46 (US)', 'H01M10/48 (US)', 'H01M16/006 (EP,US)', 'H01M8/04559 (EP)', 'H01M8/04902 (US)', 'H01M8/0494 (EP)', 'H01M2220/20 (US)', 'H01M2250/20 (EP,US)', 'Y02E60/10 (EP)', 'Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/14 (EP)', 'Y02T90/40 (EP)']",2021-07-08,2020-04-21,70242580,2021-07-08,,WO2021136061A1,,WO,,2021,2019,CN,"['CN', 'JP', 'US', 'WO']","['CN111038330A', 'CN111038330B', 'JP2023509173A', 'JP7352995B2', 'US2023038076A1', 'WO2021136061A1']"
326,Energy Management System for Railway station and Hydrogen Fuel Cell Hybrid Railway Vehicle,"CHO IN HO 
LEE JUNE SEOK 
RYU JOON HYOUNG",KRRI [KR],KR102113270B1,2018-11-14,['B60L50/50'],"['B60L53/305 (KR)', 'B60L53/60 (KR)', 'B60L58/12 (KR)', 'B60L58/30 (KR)', 'B60L2200/26 (KR)', 'B60L2240/545 (KR)', 'B60L2260/54 (KR)', 'B60Y2200/30 (KR)', 'B60Y2200/92 (KR)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/16 (EP)', 'Y02T90/40 (EP)']",2020-06-02,2020-06-02,71090651,2020-06-02,,KR102113270B1,,KR,,2020,2018,KR,['KR'],['KR102113270B1']
327,Fuel battery electric power-assisted vehicle,DENGFENG GUAN,DENGFENG GUAN,CN201385732Y,2009-01-07,"['B60L11/18', 'B62K11/00']",['Y02T10/70 (EP)'],2010-01-20,2010-01-20,41578259,2010-01-20,,CN201385732Y,,CN,,2010,2009,,['CN'],['CN201385732Y']
328,Intelligent charging system and method for hydrogen energy automobile,"WANG JUNJIE 
HAO YIGUO",WUHAN GROVE HYDROGEN AUTOMOBILE CO LTD,CN112776674A,2020-12-30,"['B60L1/00', 'B60L58/40', 'H04L12/40', 'H04L29/08']","['B60L1/00 (CN)', 'B60L58/40 (CN)', 'H04L12/40 (CN)', 'H04L67/025 (CN)', 'H04L67/12 (CN)', 'H04L2012/40215 (CN)', 'H04L2012/40273 (CN)', 'Y02T10/70 (EP)', 'Y02T90/16 (EP)']",2021-05-11,2021-05-11,75753294,2021-05-11,,CN112776674A,,CN,,2021,2020,,['CN'],['CN112776674A']
329,New energy vehicle type energy recovery control method and system and electronic equipment,"NI LI 
CHEN RENFENG 
SUN DONGBING 
QI JIANHAO 
WU TAO",ANHUI JIANGHUAI AUTOMOBILE GROUP CORP LTD,CN118478704A,2024-05-29,"['B60L7/10', 'B60L7/18', 'B60R16/023', 'B60T17/18']","['B60L7/10 (CN)', 'B60L7/18 (CN)', 'B60R16/0232 (CN)', 'B60T17/18 (CN)']",2024-08-13,2024-08-13,92198110,2024-08-13,,CN118478704A,,CN,,2024,2024,,['CN'],['CN118478704A']
330,METHOD AND SYSTEM FOR CHARGING ELECTRIC VEHICLES VIA FUEL CARTRIDGE,KINAV EMRAH [TR],KINAV EMRAH [TR],US2015343920A1,2014-05-28,"['B60L11/18', 'H01M10/44', 'H01M8/04']","['B60L58/40 (EP,US)', 'H01M16/006 (EP,US)', 'H01M8/04208 (EP,US)', 'H01M8/04223 (US)', 'H01M8/04917 (EP,US)', 'H01M8/04947 (EP,US)', 'H01M2250/20 (EP,US)', 'Y02E60/10 (EP)', 'Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP,US)']",2015-12-03,2015-12-03,54700833,2015-12-03,,US2015343920A1,,US,,2015,2014,TR,['US'],['US2015343920A1']
331,Mobile charging pile system of plug-in combined hydrogen energy source bin and control method,"ZHAO SHIJUN 
YANG LIN 
GAO PENGFEI",CHENGDU HUACHOU NETWORK TECH CO LTD,CN116494809A,2023-06-13,"['B60K1/02', 'B60K17/04', 'B60L15/20', 'B60L15/32', 'B60L50/60', 'B60L53/31', 'B60L53/53', 'B60L53/54', 'B60L53/57', 'B60L53/60', 'B62D63/02']","['B60K1/02 (CN)', 'B60K17/04 (CN)', 'B60L15/20 (CN)', 'B60L15/32 (CN)', 'B60L50/60 (CN)', 'B60L53/31 (CN)', 'B60L53/53 (CN)', 'B60L53/54 (CN)', 'B60L53/57 (CN)', 'B60L53/60 (CN)', 'B62D63/02 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2023-07-28,2023-07-28,87328566,2023-07-28,,CN116494809A,,CN,,2023,2023,,['CN'],['CN116494809A']
332,SMART MOBILE BATH VEHICLE,JO GIL BONG,SAMBU LEISURE TECH CO LTD [KR],KR20230160066A,2022-05-16,"['B60P3/36', 'B60R15/02', 'B60R16/033', 'B60R16/04']","['B60P3/36 (KR)', 'B60R15/02 (KR)', 'B60R16/033 (KR)', 'B60R16/04 (KR)']",2023-11-23,2023-11-23,88974665,2023-11-23,,KR20230160066A,,KR,,2023,2022,KR,['KR'],['KR20230160066A']
333,Multi-source emergency power supply system based on electric vehicle storage array,"WANG KUAN 
LIN JUPENG 
WANG ZHENXING 
FANG HONGWEI 
HAN FENG 
CHEN JING 
SHI LEXIAN 
LI YIN","CHINA RAILWAY CONSTR GROUP CO 
CHINA RAILWAY CONSTRUCTION CORP LTD",CN212649184U,2020-06-24,"['A62B13/00', 'B60P3/00', 'F24D15/00', 'F24F11/64', 'F24F11/72', 'F24F11/80', 'H02J9/06', 'H02J9/08', 'F24F110/10', 'F24F110/20', 'F24F110/65', 'F24F110/70', 'F24F110/76']",['unkown)'],2021-03-02,2021-03-02,74771133,2021-03-02,,CN212649184U,,CN,,2021,2020,,['CN'],['CN212649184U']
334,CHARGING APPARATUS,"SUZUKI TAKEAKI [JP] 
MIYASHITA MICHIHIRO [JP] 
ESHIMA KAZUHITO [JP] 
NATE HIROSHI [JP] 
HORITAKE SUNAO [JP]",TOYOTA MOTOR CO LTD [JP],US2016167534A1,2014-12-12,"['B60L11/18', 'H02J7/02']","['B60L50/10 (EP,US)', 'B60L58/13 (EP,US)', 'B60L58/15 (EP,US)', 'B60L58/20 (EP,US)', 'B60L7/10 (EP,US)', 'H02J7/1423 (EP,CN,US)', 'B60L2240/80 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP,US)']",2016-06-16,2016-06-16,56110365,2016-06-16,,US2016167534A1,,US,,2016,2014,JP,"['CN', 'JP', 'US']","['CN105703461A', 'CN105703461B', 'JP2016116287A', 'JP6119725B2', 'US2016167534A1']"
335,Fuel battery and solar energy combined supply type electric vehicle,LI JUNJIAO,LI JUNJIAO,CN104627002A,2013-11-08,"['B60L11/18', 'B60L8/00']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)']",2015-05-20,2015-05-20,53206407,2015-05-20,,CN104627002A,,CN,,2015,2013,,['CN'],['CN104627002A']
336,Power distribution strategy evaluation method and device for hydrogen fuel vehicle,"TANG JING 
ZHANG XUBIN 
MA QIUXIANG 
QIN JIRONG 
WANG SHANCHAO 
XU XIAOHONG 
GUO KUI 
LIN CHANGBO 
ZHAN XIN 
FENG GAOSHAN",DONGFENG LIUZHOU MOTOR CO LTD,"CN113240320A 
CN113240320B",2021-05-31,"['G06Q10/06', 'G06Q50/06', 'G06Q10/0637', 'G06Q10/0639']","['G06Q10/06375 (CN)', 'G06Q10/0639 (CN)', 'G06Q50/06 (CN)']","2021-08-10 
2023-09-29",2021-08-10,77135854,2021-08-10,2023-09-29,CN113240320A,"
CN113240320B",CN,"
",2021,2021,,['CN'],"['CN113240320A', 'CN113240320B']"
337,Distributed power generation and energy storage system based on hydrogen fuel cell vehicle,HUANG ZHUQING,HUANG ZHUQING,CN209409848U,2018-07-23,"['B60L53/66', 'B60L55/00', 'H02J3/32', 'H02J3/38']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/16 (EP)']",2019-09-20,2019-09-20,67929899,2019-09-20,,CN209409848U,,CN,,2019,2018,,['CN'],['CN209409848U']
338,New energy automobile and hydrogen-electricity hybrid power supply system thereof,"ZHOU KAN 
YANG HUAPING","GEELY HOLDING GROUP CO LTD 
ZHEJIANG YIZHEN AUTOMOBILE RES DEVELOPMENT CO LTD",CN221698482U,2024-01-05,"['B60L1/00', 'B60L50/75', 'B60L58/34', 'B60L58/40', 'H01M8/04007', 'H01M8/04111', 'H02J7/00', 'H02M1/00']",['unkown)'],2024-09-13,2024-09-13,92641264,2024-09-13,,CN221698482U,,CN,,2024,2024,,['CN'],['CN221698482U']
339,Box type cylindrical nickel-hydrogen power battery pack and its producing method,"CHEN YU [CN] 
CAI YUN [CN] 
YU DONGPING [CN]",SHENJIAN METALLURG ELECTROMECH [CN],CN1280400A,1999-07-09,"['H01M10/00', 'H01M10/30', 'H01M10/42', 'H01M2/02', 'H01M10/00', 'H01M10/30', 'H01M10/42', 'H01M2/02']",['Y02E60/10 (EP)'],2001-01-17,2001-01-17,5274116,2001-01-17,,CN1280400A,,CN,,2001,1999,CN,['CN'],['CN1280400A']
340,"Electric vehicle energy service station based on SOFC, and running control method thereof","LI HANG 
LI WENYING 
WANG SHAORONG",SICHUAN ENERGY INT RES INST TSINGHUA UNIV,"CN109703408A 
CN109703408B",2018-12-12,"['B60L53/57', 'B60L53/66', 'F17C13/02', 'F17C5/04', 'H02J3/38']","['Y02A30/60 (EP)', 'Y02E60/32 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/16 (EP)']","2019-05-03 
2020-05-26",2019-05-03,66256217,2019-05-03,2020-05-26,CN109703408A,"
CN109703408B",CN,"
",2019,2018,,['CN'],"['CN109703408A', 'CN109703408B']"
341,Very low emission hybrid electric vehicle incorporating an integrated propulsion system including a hydrogen powered internal combustion engine and a high power Ni-MH battery pack,"OVSHINSKY STANFORD R [US] 
STEMPEL ROBERT C [US]",OVONIC BATTERY CO [US],"US2003157045A1 
US6759034B2",1997-01-31,"['A61K7/035', 'B60K6/24', 'B60K6/28', 'B60K6/46', 'B60K6/48', 'B60L50/64', 'F02B43/10', 'F02G1/00', 'H01M10/34', 'H01M10/50', 'H01M2/10', 'H01M2/26', 'H01M4/24', 'H01M4/38', 'H01M4/66', 'H01M4/80', 'H01M10/44', 'H01M2/16', 'H01M4/62']","['B60K1/04 (EP,US)', 'B60K6/24 (EP,US)', 'B60K6/28 (EP,US)', 'B60K6/46 (EP,US)', 'B60K6/48 (EP,US)', 'B60L50/62 (EP,US)', 'B60L50/64 (EP,US)', 'B60W10/06 (EP,US)', 'B60W10/26 (US)', 'B60W20/10 (US)', 'F02B43/10 (EP,US)', 'F02G1/00 (EP,US)', 'H01M10/345 (EP,US)', 'H01M10/443 (EP,US)', 'H01M10/486 (EP,US)', 'H01M10/613 (EP,US)', 'H01M10/625 (EP,US)', 'H01M10/647 (EP,US)', 'H01M10/651 (EP,US)', 'H01M10/6557 (EP,US)', 'H01M10/6563 (EP,US)', 'H01M10/6567 (EP,US)', 'H01M4/24 (EP,US)', 'H01M4/242 (EP,US)', 'H01M4/383 (EP,US)', 'H01M4/626 (EP,US)', 'H01M4/661 (EP,US)', 'H01M4/667 (EP,US)', 'H01M4/80 (EP,US)', 'H01M4/801 (EP,US)', 'H01M4/803 (EP,US)', 'H01M4/805 (EP,US)', 'H01M50/249 (EP,US)', 'H01M50/417 (EP,US)', 'H01M50/423 (EP,US)', 'H01M50/536 (EP,US)', 'B60K2001/005 (EP,US)', 'B60W20/00 (EP)', 'H01M10/44 (EP,US)', 'H01M10/653 (EP,US)', 'H01M4/625 (EP,US)', 'H01M4/808 (EP,US)', 'H01M50/209 (EP,US)', 'H01M50/227 (EP,US)', 'H01M50/534 (EP,US)', 'Y02E60/10 (EP,US)', 'Y02T10/30 (EP,US)', 'Y02T10/62 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (US)', 'Y02T90/40 (EP,US)', 'Y10S903/903 (EP,US)', 'Y10S903/905 (EP,US)', 'Y10S903/907 (EP,US)']","2003-08-21 
2004-07-06",2002-07-25,25507829,2003-08-21,2004-07-06,US2003157045A1,"
US6759034B2",US,"
",2003,1997,US,"['AU', 'BR', 'CA', 'CN', 'DE', 'EP', 'ES', 'JP', 'KR', 'MX', 'RU', 'TW', 'UA', 'US', 'WO']","['AU1465899A', 'AU2002336753A1', 'AU2003240537A1', 'AU6140698A', 'AU6649998A', 'AU730028B2', 'AU732359B2', 'AU746884B2', 'BR9806807A', 'BR9807047A', 'CA2277303A1', 'CA2279203A1', 'CA2279203C', 'CA2281537A1', 'CA2281537C', 'CN1286677C', 'CN1675083A', 'DE69817791D1', 'DE69817791T2', 'DE69822455D1', 'DE69822455T2', 'DE69836374D1', 'DE69836374T2', 'EP0954454A1', 'EP0954454A4', 'EP0954454B1', 'EP0972314A1', 'EP0972314A4', 'EP0972314B1', 'EP0976168A1', 'EP0976168A4', 'EP0976168B1', 'EP1511645A1', 'EP1511645A4', 'EP1652713A2', 'EP1652713A3', 'EP1652714A2', 'EP1652714A3', 'EP1652715A2', 'EP1652715A3', 'ES2275318T3', 'JP2001509949A', 'JP2002511977A', 'JP2005530085A', 'KR100426881B1', 'KR100440814B1', 'KR20000070373A', 'KR20000070565A', 'MX218006B', 'MX234016B', 'MX257755B', 'MX9907087A', 'MX9907088A', 'MX9907787A', 'RU2214024C2', 'TW494072B', 'TWI220418B', 'UA45483C2', 'UA45484C2', 'US2002098414A1', 'US2002121396A1', 'US2003056510A1', 'US2003157045A1', 'US2003188901A1', 'US5851698A', 'US5856047A', 'US6330925B1', 'US6557655B2', 'US6565836B2', 'US6759034B2', 'US6820706B2', 'US6837321B2', 'WO03026907A2', 'WO03026907A3', 'WO03106206A1', 'WO9834288A1', 'WO9834292A1', 'WO9926802A1']"
342,Automatic charge device of storage battery car,SHUYIN YAO,SHUYIN YAO,CN101877490A,2009-04-28,"['H02J7/00', 'H02K7/18']",['Y02T10/64 (EP)'],2010-11-03,2010-11-03,43019978,2010-11-03,,CN101877490A,,CN,,2010,2009,,['CN'],['CN101877490A']
343,BATTERY SYSTEM,"TAKAHASHI KENJI 
KIKUCHI YOSHITERU",TOYOTA MOTOR CORP,"JP2018007359A 
JP6662219B2",2016-06-29,"['H01M10/44', 'H01M10/48', 'H02J7/00', 'H02J7/02', 'H02J7/04', 'H02J7/10']",['Y02E60/10 (EP)'],"2018-01-11 
2020-03-11",2018-01-11,60946645,2018-01-11,2020-03-11,JP2018007359A,"
JP6662219B2",JP,"
",2018,2016,,['JP'],"['JP2018007359A', 'JP6662219B2']"
344,Charging pile electric energy distribution system and method based on hydrogen electricity,"YANG YUEPING 
MA LIJUN 
PAN JIEFENG 
QIN SANG 
LIN WENYU 
ZHANG CONG",STATE GRID ZHEJIANG ELECTRIC POWER CO LTD NINGBO POWER SUPPLY CO,CN115224745A,2022-06-29,"['H02J15/00', 'H02J3/32', 'H02J3/38', 'H02J3/46']","['H02J15/008 (CN)', 'H02J3/32 (CN)', 'H02J3/322 (CN)', 'H02J3/38 (CN)', 'H02J3/466 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2022-10-21,2022-10-21,83609103,2022-10-21,,CN115224745A,,CN,,2022,2022,,['CN'],['CN115224745A']
345,System and method for charging a battery,"KONRAD GERHARD [DE] 
NIEHUES MICHAEL [DE] 
SPIER BERND [DE]",DAIMLER CHRYSLER AG [DE],US2003193311A1,2002-04-13,"['H02J7/00', 'B60L11/18', 'H02J7/14', 'H02J7/34']","['B60L58/40 (EP,US)', 'H02J7/1438 (EP,US)', 'H02J7/34 (EP,US)', 'B60L2200/26 (EP,US)', 'H02J2300/30 (EP,US)', 'Y02T10/70 (EP)', 'Y02T90/40 (US)']",2003-10-16,2003-10-16,28685008,2003-10-16,,US2003193311A1,,US,,2003,2002,DE,"['DE', 'US']","['DE10216353A1', 'US2003193311A1']"
346,Hydrogen fuel cell power supply system and hydrogen fuel vehicle thereof,"LI LONGQIANG 
LI JIAN 
SONG ZHIPING 
LIU HAIBAO 
LI YOUMING",HENAN DERRY NEW ENERGY AUTOMOBILE CO LTD,CN113787921A,2021-09-09,"['B60L50/75', 'B60L8/00', 'H02J7/35']","['B60L50/75 (CN)', 'B60L8/003 (CN)', 'H02J7/35 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/40 (EP)']",2021-12-14,2021-12-14,78879798,2021-12-14,,CN113787921A,,CN,,2021,2021,,['CN'],['CN113787921A']
347,Design method for balancing dynamic performance and endurance mileage of hybrid energy electric vehicle,ZHAO XIN,ZHAO XIN,CN118991557A,2024-08-15,"['B60L58/12', 'B60L58/24', 'B60L58/40']","['B60L58/12 (CN)', 'B60L58/24 (CN)', 'B60L58/40 (CN)', 'B60L2260/52 (CN)', 'Y02T10/70 (EP)']",2024-11-22,2024-11-22,93493841,2024-11-22,,CN118991557A,,CN,,2024,2024,,['CN'],['CN118991557A']
348,Electric car metro area charge management system,XIANG HUA,GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD,CN105539184A,2015-12-23,"['B60L11/18', 'H01M8/0612', 'H02J7/00']","['B60L53/54 (CN)', 'B60L58/21 (CN)', 'H01M8/0618 (CN)', 'H02J7/0027 (CN)', 'B60L2240/72 (CN)', 'Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2016-05-04,2016-05-04,55818902,2016-05-04,,CN105539184A,,CN,,2016,2015,,['CN'],['CN105539184A']
349,Improved cyclic system for charging electric vehicle,SHUWEN LI,SHUWEN LI,CN101841178A,2010-04-23,['H02J7/00'],['unkown)'],2010-09-22,2010-09-22,42744380,2010-09-22,,CN101841178A,,CN,,2010,2010,,['CN'],['CN101841178A']
350,Multifunctional mobile charging car and charging method,"SI HONGLEI 
LIN DAOYONG 
LI QINGHAI",JIANGSU FGY ENERGY STORAGE RES INST CO LTD,CN104319848A,2014-11-06,"['H01M10/44', 'H02J7/00', 'H02J7/35', 'H02S10/10', 'H02S10/40']","['B60P3/00 (CN)', 'H02J7/35 (CN)', 'Y02E10/50 (EP)']",2015-01-28,2015-01-28,52375047,2015-01-28,,CN104319848A,,CN,,2015,2014,,['CN'],['CN104319848A']
351,Layered energy management method for hydrogen fuel cell hybrid electric vehicle based on interior point method,"GAO AIYUN 
LIU JINPENG 
FU ZHUMU 
TAO FAZHAN 
WANG ZIQING 
CHEN QIHONG 
SONG SHUZHONG 
ZHANG DONGKAI 
JIAO LONGYIN 
ZHANG PING",UNIV HENAN SCIENCE & TECH,CN115009049A,2022-06-28,"['B60L50/40', 'B60L50/75', 'G06F30/15', 'G06F30/27', 'G06N5/04', 'G06Q10/04', 'G06Q10/06', 'G06Q50/30']","['B60L50/40 (CN)', 'B60L50/75 (CN)', 'G06F30/15 (CN)', 'G06F30/27 (CN)', 'G06N5/048 (CN)', 'G06Q10/04 (CN)', 'G06Q10/0639 (CN)', 'G06Q50/40 (CN)', 'G06F2111/04 (CN)', 'G06F2119/06 (CN)', 'Y02T90/40 (EP)']",2022-09-06,2022-09-06,83078079,2022-09-06,,CN115009049A,,CN,,2022,2022,,['CN'],['CN115009049A']
352,"Hydrogen-electricity hybrid power system, vehicle and hydrogen-electricity hybrid power control method","WU NAIPENG 
ZHANG QIANG 
LIU ZIMING 
HARA MUNETERU 
WANG SHUAI 
GUO CHAO 
LIU CHAO",CHINA FAW GROUP CORP,CN118617982A,2024-06-17,"['B60K6/24', 'B60K6/26', 'B60W10/06', 'B60W10/08', 'B60W20/00']","['B60K6/24 (CN)', 'B60K6/26 (CN)', 'B60W10/06 (CN)', 'B60W10/08 (CN)', 'B60W20/00 (CN)']",2024-09-10,2024-09-10,92602873,2024-09-10,,CN118617982A,,CN,,2024,2024,,['CN'],['CN118617982A']
353,Environmental protection hydrogen and electricity power vehicle,BOHUA MIU [CN],BOHUA MIU [CN],CN201040493Y,2007-06-01,['B60L11/18'],['Y02T10/70 (EP)'],2008-03-26,2008-03-26,39252202,2008-03-26,,CN201040493Y,,CN,,2008,2007,CN,['CN'],['CN201040493Y']
354,Hierarchical energy management method for hybrid electric vehicle based on deep reinforcement learning algorithm,"FU ZHUMU 
GONG HUIXIAN 
TAO FAZHAN 
GAO SONG 
JI BAOFENG 
DONG YONGSHENG 
FAN PENGYU 
WU YANG",HENAN SCIENCE AND TECHNOLOGY UNIV,CN114312370A,2021-12-21,"['B60L50/40', 'B60L50/75', 'B60L58/12', 'B60L58/40']","['Y02T10/70 (EP)', 'Y02T90/40 (EP)']",2022-04-12,2022-04-12,81054751,2022-04-12,,CN114312370A,,CN,,2022,2021,,['CN'],['CN114312370A']
355,Control system and method of hydrogen energy booster,"TAO ANPING 
HUANG DEYUN 
XU PEI 
CEN JIAN 
JIANG BING 
MIAO HONGXIA 
LI WEI",YOUON TECH CO LTD,CN109625150A,2019-01-30,"['B60L58/30', 'B60L58/33', 'B60L58/40', 'B62H5/00', 'B62M6/45']","['B62H5/00 (CN)', 'B62M6/45 (CN)', 'B60L2200/46 (CN)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP)']",2019-04-16,2019-04-16,66062702,2019-04-16,,CN109625150A,,CN,,2019,2019,,['CN'],['CN109625150A']
356,Pipeline refueling vehicle,"YU BIN 
QIU AIDONG 
GUAN DASHENG 
ZHANG XUYANG",SHANGHAI CHENGFEI AVIATION SPECIAL EQUIPMENT CO LTD,CN218368352U,2022-01-14,"['B60L50/60', 'B60L58/10', 'B64F1/28']",['unkown)'],2023-01-24,2023-01-24,84951656,2023-01-24,,CN218368352U,,CN,,2023,2022,,['CN'],['CN218368352U']
357,Energy management control method and system for hybrid electric vehicle,"YANG HUIMIN 
LI KEDI 
TONG ZHEN 
DAI JUNYANG",SAIC VOLKSWAGEN AUTOMOTIVE CO LTD,"CN112109594A 
CN112109594B",2020-08-31,['B60L58/40'],"['B60L58/40 (CN)', 'B60L2240/54 (CN)', 'Y02T10/70 (EP)']","2020-12-22 
2021-12-28",2020-12-22,73804966,2020-12-22,2021-12-28,CN112109594A,"
CN112109594B",CN,"
",2020,2020,,['CN'],"['CN112109594A', 'CN112109594B']"
358,"POWER SUPPLY SYSTEM, CONTROL METHOD FOR ELECTRIFIED VEHICLES AND ELECTRIFIED VEHICLE","LI JINGYU [CN] 
WU WALTER [CN]",SUZHOU DSM GREEN POWER LTD [CN],RU2717704C1,2017-09-01,"['B60L50/62', 'B60L58/22']","['B60L50/10 (EP,US)', 'B60L50/62 (KR,RU)', 'B60L58/14 (EP,US)', 'B60L58/19 (KR)', 'B60L58/22 (RU)', 'B60Y2200/91 (KR,US)', 'Y02T10/62 (EP)', 'Y02T10/70 (EP,KR)', 'Y02T10/7072 (EP)']",2020-03-25,2018-01-19,61056967,2020-03-25,,RU2717704C1,,RU,,2020,2017,CN,"['CN', 'EP', 'JP', 'KR', 'RU', 'US', 'WO']","['CN107599859A', 'CN107599859B', 'EP3476647A1', 'EP3476647A4', 'EP3476647B1', 'JP2019532605A', 'JP6758426B2', 'KR102179718B1', 'KR20190031442A', 'RU2717704C1', 'US2021206290A1', 'WO2019041383A1']"
359,Power system of hydrogen energy fuel cell vehicle and control method of system,"CHAI GUOMIN 
OUYANG RUI 
XIONG GANG 
HE XIAOFEI 
YANG YUFEI",WUHAN INST OF GEOLOGICAL RESOURCES AND ENV IND TECH CO LTD,CN106740183A,2016-12-01,['B60L11/18'],"['B60L58/30 (CN)', 'B60L2240/54 (CN)', 'B60L2260/44 (CN)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP)']",2017-05-31,2017-05-31,58913590,2017-05-31,,CN106740183A,,CN,,2017,2016,,['CN'],['CN106740183A']
360,Practical training platform for hydrogen energy electric motorcycle,LIU BO,BEIJING ZHI YANG NORTH INTERNAITONAL EDUCATION TECH CO LTD,CN117558177A,2023-12-01,"['G06F16/955', 'G09B23/18', 'G09B25/00', 'G09B5/02', 'G09B9/00']","['G06F16/9554 (CN)', 'G09B23/188 (CN)', 'G09B25/00 (CN)', 'G09B5/02 (CN)', 'G09B9/00 (CN)']",2024-02-13,2024-02-13,89814573,2024-02-13,,CN117558177A,,CN,,2024,2023,,['CN'],['CN117558177A']
